db_class_key	canonical_gene	human_symbol	mouse_symbol	canonical_mouse_symbol	mgi_one_to_one_human_mouse	same_canonical_symbol	strict_same_symbol_one_to_one	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	human_location	mouse_location
51631904	ATXN7	ATXN7	Atxn7	ATXN7	True	True	True	6314	246103	HGNC:10560	MGI:2179277	Chr3 p14.1	Chr14 7.08 cM
51625532	ATXN7L1	ATXN7L1	Atxn7l1	ATXN7L1	True	True	True	222255	380753	HGNC:22210	MGI:3584458	Chr7 q22.3	Chr12 14.03 cM
51616368	ATXN7L2	ATXN7L2	Atxn7l2	ATXN7L2	True	True	True	127002	72522	HGNC:28713	MGI:1919772	Chr1 p13.3	Chr3 46.87 cM
51616369	ATXN7L3	ATXN7L3	Atxn7l3	ATXN7L3	True	True	True	56970	217218	HGNC:25416	MGI:3036270	Chr17 q21.31	Chr11 66.29 cM
51631905	ATXN7L3B	ATXN7L3B	Atxn7l3b	ATXN7L3B	True	True	True	552889	382423	HGNC:37931	MGI:1914971	Chr12 q21.1	Chr10 60.92 cM
51627689	AUH	AUH	Auh	AUH	True	True	True	549	11992	HGNC:890	MGI:1338011	Chr9 q22.31	Chr13 27.68 cM
51631906	AUNIP	AUNIP	Aunip	AUNIP	True	True	True	79000	69885	HGNC:28363	MGI:1917135	Chr1 p36.11	Chr4 66.82 cM
51627778	AUP1	AUP1	Aup1	AUP1	True	True	True	550	11993	HGNC:891	MGI:107789	Chr2 p13.1	Chr6 35.94 cM
51619597	AURKA	AURKA	Aurka	AURKA	True	True	True	6790	20878	HGNC:11393	MGI:894678	Chr20 q13.2	Chr2 94.84 cM
51629276	AURKAIP1	AURKAIP1	Aurkaip1	AURKAIP1	True	True	True	54998	66077	HGNC:24114	MGI:1913327	Chr1 p36.33	Chr4 87.55 cM
51616374	AURKB	AURKB	Aurkb	AURKB	True	True	True	9212	20877	HGNC:11390	MGI:107168	Chr17 p13.1	Chr11 42.32 cM
51616373	AURKC	AURKC	Aurkc	AURKC	True	True	True	6795	20871	HGNC:11391	MGI:1321119	Chr19 q13.43	Chr7 4.06 cM
51616375	AUTS2	AUTS2	Auts2	AUTS2	True	True	True	26053	319974	HGNC:14262	MGI:1919847	Chr7 q11.22	Chr5 70.66 cM
51624764	AVEN	AVEN	Aven	AVEN	True	True	True	57099	74268	HGNC:13509	MGI:1921518	Chr15 q14	Chr2 57.04 cM
51628818	AVIL	AVIL	Avil	AVIL	True	True	True	10677	11567	HGNC:14188	MGI:1333798	Chr12 q14.1	Chr10 74.48 cM
51628964	AVL9	AVL9	Avl9	AVL9	True	True	True	23080	78937	HGNC:28994	MGI:1926187	Chr7 p14.3	Chr6 27.72 cM
51616226	AVP	AVP	Avp	AVP	True	True	True	551	11998	HGNC:894	MGI:88121	Chr20 p13	Chr2 63.24 cM
51624966	AVPI1	AVPI1	Avpi1	AVPI1	True	True	True	60370	69534	HGNC:30898	MGI:1916784	Chr10 q24.2	Chr19 35.8 cM
51616377	AVPR1A	AVPR1A	Avpr1a	AVPR1A	True	True	True	552	54140	HGNC:895	MGI:1859216	Chr12 q14.2	Chr10 70.36 cM
51631907	AVPR1B	AVPR1B	Avpr1b	AVPR1B	True	True	True	553	26361	HGNC:896	MGI:1347010	Chr1 q32.1	Chr1 57.09 cM
51616378	AVPR2	AVPR2	Avpr2	AVPR2	True	True	True	554	12000	HGNC:897	MGI:88123	ChrX q28	ChrX 37.46 cM
51631908	AWAT1	AWAT1	Awat1	AWAT1	True	True	True	158833	245533	HGNC:23252	MGI:3588200	ChrX q13.1	ChrX 43.72 cM
51631909	AWAT2	AWAT2	Awat2	AWAT2	True	True	True	158835	245532	HGNC:23251	MGI:3045345	ChrX q13.1	ChrX 43.71 cM
51625882	AXDND1	AXDND1	Axdnd1	AXDND1	True	True	True	126859	77352	HGNC:26564	MGI:1924602	Chr1 q25.2	Chr1 67.71 cM
51623122	AXIN1	AXIN1	Axin1	AXIN1	True	True	True	8312	12005	HGNC:903	MGI:1096327	Chr16 p13.3	Chr17 13.07 cM
51616381	AXIN2	AXIN2	Axin2	AXIN2	True	True	True	8313	12006	HGNC:904	MGI:1270862	Chr17 q24.1	Chr11 71.83 cM
51631910	AXL	AXL	Axl	AXL	True	True	True	558	26362	HGNC:905	MGI:1347244	Chr19 q13.2	Chr7 14.02 cM
51630121	AZGP1	AZGP1	Azgp1	AZGP1	True	True	True	563	12007	HGNC:910	MGI:103163	Chr7 q22.1	Chr5 76.92 cM
51623353	AZI2	AZI2	Azi2	AZI2	True	True	True	64343	27215	HGNC:24002	MGI:1351332	Chr3 p24.1	Chr9 69.86 cM
51616388	AZIN1	AZIN1	Azin1	AZIN1	True	True	True	51582	54375	HGNC:16432	MGI:1859169	Chr8 q22.3	Chr15 15.17 cM
51631911	AZIN2	AZIN2	Azin2	AZIN2	True	True	True	113451	242669	HGNC:29957	MGI:2442093	Chr1 p35.1	Chr4 62.48 cM
51616593	B2M	B2M	B2m	B2M	True	True	True	567	12010	HGNC:914	MGI:88127	Chr15 q21.1	Chr2 60.55 cM
51631912	B3GALNT1	B3GALNT1	B3galnt1	B3GALNT1	True	True	True	8706	26879	HGNC:918	MGI:1349405	Chr3 q26.1	Chr3 32.24 cM
51628617	B3GALNT2	B3GALNT2	B3galnt2	B3GALNT2	True	True	True	148789	97884	HGNC:28596	MGI:2145517	Chr1 q42.3	Chr13 5.29 cM
51616391	B3GALT1	B3GALT1	B3galt1	B3GALT1	True	True	True	8708	26877	HGNC:916	MGI:1349403	Chr2 q24.3	Chr2 39.53 cM
51629903	B3GALT2	B3GALT2	B3galt2	B3GALT2	True	True	True	8707	26878	HGNC:917	MGI:1349461	Chr1 q31.2	Chr1 62.52 cM
51626657	B3GALT4	B3GALT4	B3galt4	B3GALT4	True	True	True	8705	54218	HGNC:919	MGI:1859517	Chr6 p21.32	Chr17 17.98 cM
51625574	B3GALT5	B3GALT5	B3galt5	B3GALT5	True	True	True	10317	93961	HGNC:920	MGI:2136878	Chr21 q22.2	Chr16 56.88 cM
51631278	B3GALT6	B3GALT6	B3galt6	B3GALT6	True	True	True	126792	117592	HGNC:17978	MGI:2152819	Chr1 p36.33	Chr4 87.66 cM
51631913	B3GALT9	B3GALT9	B3galt9	B3GALT9	True	True	True	100288842	102637973	HGNC:53652	MGI:5593812	Chr9	Chr2 syntenic
51616393	B3GAT1	B3GAT1	B3gat1	B3GAT1	True	True	True	27087	76898	HGNC:921	MGI:1924148	Chr11 q25	Chr9 11.49 cM
51630106	B3GAT2	B3GAT2	B3gat2	B3GAT2	True	True	True	135152	280645	HGNC:922	MGI:2389490	Chr6 q13	Chr1 9.75 cM
51631914	B3GAT3	B3GAT3	B3gat3	B3GAT3	True	True	True	26229	72727	HGNC:923	MGI:1919977	Chr11 q12.3	Chr19 6.03 cM
51616392	B3GLCT	B3GLCT	B3glct	B3GLCT	True	True	True	145173	381694	HGNC:20207	MGI:2685903	Chr13 q12.3	Chr5 89.18 cM
51625109	B3GNT2	B3GNT2	B3gnt2	B3GNT2	True	True	True	10678	53625	HGNC:15629	MGI:1889505	Chr2 p15	Chr11 14.22 cM
51616395	B3GNT3	B3GNT3	B3gnt3	B3GNT3	True	True	True	10331	72297	HGNC:13528	MGI:2152535	Chr19 p13.11	Chr8 34.43 cM
51631915	B3GNT4	B3GNT4	B3gnt4	B3GNT4	True	True	True	79369	231727	HGNC:15683	MGI:2680208	Chr12 q24.31	Chr5 63.02 cM
51616396	B3GNT5	B3GNT5	B3gnt5	B3GNT5	True	True	True	84002	108105	HGNC:15684	MGI:2137302	Chr3 q27.1	Chr16 12.23 cM
51631916	B3GNT6	B3GNT6	B3gnt6	B3GNT6	True	True	True	192134	272411	HGNC:24141	MGI:3039603	Chr11 q13.5	Chr7 53.63 cM
51617195	B3GNT7	B3GNT7	B3gnt7	B3GNT7	True	True	True	93010	227327	HGNC:18811	MGI:2384394	Chr2 q37.1	Chr1 43.94 cM
51626099	B3GNT8	B3GNT8	B3gnt8	B3GNT8	True	True	True	374907	232984	HGNC:24139	MGI:2385269	Chr19 q13.2	Chr7 13.94 cM
51625714	B3GNT9	B3GNT9	B3gnt9	B3GNT9	True	True	True	84752	97440	HGNC:28714	MGI:2142841	Chr16 q22.1	Chr8 53.04 cM
51625962	B4GALNT1	B4GALNT1	B4galnt1	B4GALNT1	True	True	True	2583	14421	HGNC:4117	MGI:1342057	Chr12 q13.3	Chr10 74.5 cM
51616398	B4GALNT2	B4GALNT2	B4galnt2	B4GALNT2	True	True	True	124872	14422	HGNC:24136	MGI:1342058	Chr17 q21.32	Chr11 59.02 cM
51619209	B4GALNT3	B4GALNT3	B4galnt3	B4GALNT3	True	True	True	283358	330406	HGNC:24137	MGI:3041155	Chr12 p13.33	Chr6 56.94 cM
51631216	B4GALNT4	B4GALNT4	B4galnt4	B4GALNT4	True	True	True	338707	330671	HGNC:26315	MGI:2652891	Chr11 p15.5	Chr7 86.32 cM
51628547	B4GALT1	B4GALT1	B4galt1	B4GALT1	True	True	True	2683	14595	HGNC:924	MGI:95705	Chr9 p21.1	Chr4 20.46 cM
51625322	B4GALT2	B4GALT2	B4galt2	B4GALT2	True	True	True	8704	53418	HGNC:925	MGI:1858493	Chr1 p34.1	Chr4 53.7 cM
51631350	B4GALT3	B4GALT3	B4galt3	B4GALT3	True	True	True	8703	57370	HGNC:926	MGI:1928767	Chr1 q23.3	Chr1 79.29 cM
51621116	B4GALT4	B4GALT4	B4galt4	B4GALT4	True	True	True	8702	56375	HGNC:927	MGI:1928387	Chr3 q13.32	Chr16 26.87 cM
51630825	B4GALT5	B4GALT5	B4galt5	B4GALT5	True	True	True	9334	56336	HGNC:928	MGI:1927169	Chr20 q13.13	Chr2 87.22 cM
51621290	B4GALT6	B4GALT6	B4galt6	B4GALT6	True	True	True	9331	56386	HGNC:929	MGI:1928380	Chr18 q12.1	Chr18 11.48 cM
51628494	B4GALT7	B4GALT7	B4galt7	B4GALT7	True	True	True	11285	218271	HGNC:930	MGI:2384987	Chr5 q35.3	Chr13 30.06 cM
51616394	B4GAT1	B4GAT1	B4gat1	B4GAT1	True	True	True	11041	108902	HGNC:15685	MGI:1919680	Chr11 q13.2	Chr19 4.23 cM
51622179	B9D1	B9D1	B9d1	B9D1	True	True	True	27077	27078	HGNC:24123	MGI:1351471	Chr17 p11.2	Chr11 37.96 cM
51630273	B9D2	B9D2	B9d2	B9D2	True	True	True	80776	232987	HGNC:28636	MGI:2387643	Chr19 q13.2	Chr7 13.97 cM
51616401	BAALC	BAALC	Baalc	BAALC	True	True	True	79870	118452	HGNC:14333	MGI:1928704	Chr8 q22.3	Chr15 15.18 cM
51615930	BAAT	BAAT	Baat	BAAT	True	True	True	570	12012	HGNC:932	MGI:106642	Chr9 q31.1	Chr4 26.51 cM
51628165	BABAM1	BABAM1	Babam1	BABAM1	True	True	True	29086	68251	HGNC:25008	MGI:1915501	Chr19 p13.11	Chr8 34.43 cM
51616553	BABAM2	BABAM2	Babam2	BABAM2	True	True	True	9577	107976	HGNC:1106	MGI:1333875	Chr2 p23.2	Chr5 17.27 cM
51619643	BACC1	BACC1	Bacc1	BACC1	True	True	True	124944	104457	HGNC:28737	MGI:1915609	Chr17 p13.1	Chr11 42.99 cM
51629968	BACE1	BACE1	Bace1	BACE1	True	True	True	23621	23821	HGNC:933	MGI:1346542	Chr11 q23.3	Chr9 25.22 cM
51616402	BACE2	BACE2	Bace2	BACE2	True	True	True	25825	56175	HGNC:934	MGI:1860440	Chr21 q22.2-q22.3	Chr16 57.4 cM
51616403	BACH1	BACH1	Bach1	BACH1	True	True	True	571	12013	HGNC:935	MGI:894680	Chr21 q21.3	Chr16 49.84 cM
51616404	BACH2	BACH2	Bach2	BACH2	True	True	True	60468	12014	HGNC:14078	MGI:894679	Chr6 q15	Chr4 14.02 cM
51616406	BAD	BAD	Bad	BAD	True	True	True	572	12015	HGNC:936	MGI:1096330	Chr11 q13.1	Chr19 5.1 cM
51622543	BAG1	BAG1	Bag1	BAG1	True	True	True	573	12017	HGNC:937	MGI:108047	Chr9 p13.3	Chr4 20.67 cM
51629739	BAG2	BAG2	Bag2	BAG2	True	True	True	9532	213539	HGNC:938	MGI:1891254	Chr6 p12.1	Chr1 12.81 cM
51628151	BAG3	BAG3	Bag3	BAG3	True	True	True	9531	29810	HGNC:939	MGI:1352493	Chr10 q26.11	Chr7 70.26 cM
51620435	BAG4	BAG4	Bag4	BAG4	True	True	True	9530	67384	HGNC:940	MGI:1914634	Chr8 p11.23	Chr8 14.17 cM
51628710	BAG5	BAG5	Bag5	BAG5	True	True	True	9529	70369	HGNC:941	MGI:1917619	Chr14 q32.33	Chr12 61.11 cM
51616432	BAG6	BAG6	Bag6	BAG6	True	True	True	7917	224727	HGNC:13919	MGI:1919439	Chr6 p21.33	Chr17 18.59 cM
51616413	BAHCC1	BAHCC1	Bahcc1	BAHCC1	True	True	True	57597	268515	HGNC:29279	MGI:2679272	Chr17 q25.3	Chr11 83.96 cM
51631432	BAHD1	BAHD1	Bahd1	BAHD1	True	True	True	22893	228536	HGNC:29153	MGI:2139371	Chr15 q15.1	Chr2 59.72 cM
51628061	BAIAP2	BAIAP2	Baiap2	BAIAP2	True	True	True	10458	108100	HGNC:947	MGI:2137336	Chr17 q25.3	Chr11 83.96 cM
51616418	BAIAP2L1	BAIAP2L1	Baiap2l1	BAIAP2L1	True	True	True	55971	66898	HGNC:21649	MGI:1914148	Chr7 q21.3-q22.1	Chr5 83.24 cM
51616419	BAIAP2L2	BAIAP2L2	Baiap2l2	BAIAP2L2	True	True	True	80115	207495	HGNC:26203	MGI:2652819	Chr22 q13.1	Chr15 37.7 cM
51630396	BAIAP3	BAIAP3	Baiap3	BAIAP3	True	True	True	8938	545192	HGNC:948	MGI:2685783	Chr16 p13.3	Chr17 12.53 cM
51631917	BAK1	BAK1	Bak1	BAK1	True	True	True	578	12018	HGNC:949	MGI:1097161	Chr6 p21.31	Chr17 13.65 cM
51616422	BAMBI	BAMBI	Bambi	BAMBI	True	True	True	25805	68010	HGNC:30251	MGI:1915260	Chr10 p12.1	Chr18 2.3 cM
51619066	BANF1	BANF1	Banf1	BANF1	True	True	True	8815	23825	HGNC:17397	MGI:1346330	Chr11 q13.1	Chr19 4.31 cM
51631918	BANF2	BANF2	Banf2	BANF2	True	True	True	140836	403171	HGNC:16172	MGI:2684961	Chr20 p12.1	Chr2 70.91 cM
51631919	BANK1	BANK1	Bank1	BANK1	True	True	True	55024	242248	HGNC:18233	MGI:2442120	Chr4 q24	Chr3 63.04 cM
51628557	BANP	BANP	Banp	BANP	True	True	True	54971	53325	HGNC:13450	MGI:1889023	Chr16 q24.2	Chr8 70.82 cM
51626337	BAP1	BAP1	Bap1	BAP1	True	True	True	8314	104416	HGNC:950	MGI:1206586	Chr3 p21.1	Chr14 19.09 cM
51625081	BARD1	BARD1	Bard1	BARD1	True	True	True	580	12021	HGNC:952	MGI:1328361	Chr2 q35	Chr1 35.67 cM
51616429	BARHL1	BARHL1	Barhl1	BARHL1	True	True	True	56751	54422	HGNC:953	MGI:1859288	Chr9 q34.13	Chr2 19.38 cM
51628101	BARHL2	BARHL2	Barhl2	BARHL2	True	True	True	343472	104382	HGNC:954	MGI:1859314	Chr1 p22.2	Chr5 51.43 cM
51628513	BARX1	BARX1	Barx1	BARX1	True	True	True	56033	12022	HGNC:955	MGI:103124	Chr9 q22.32	Chr13 24.9 cM
51625656	BARX2	BARX2	Barx2	BARX2	True	True	True	8538	12023	HGNC:956	MGI:109617	Chr11 q24.3	Chr9 17.25 cM
51625144	BASP1	BASP1	Basp1	BASP1	True	True	True	10409	70350	HGNC:957	MGI:1917600	Chr5 p15.1	Chr15 9.16 cM
51624786	BATF	BATF	Batf	BATF	True	True	True	10538	53314	HGNC:958	MGI:1859147	Chr14 q24.3	Chr12 39.78 cM
51631920	BATF2	BATF2	Batf2	BATF2	True	True	True	116071	74481	HGNC:25163	MGI:1921731	Chr11 q13.1	Chr19 4.34 cM
51624728	BATF3	BATF3	Batf3	BATF3	True	True	True	55509	381319	HGNC:28915	MGI:1925491	Chr1 q32.3	Chr1 96.28 cM
51616436	BAX	BAX	Bax	BAX	True	True	True	581	12028	HGNC:959	MGI:99702	Chr19 q13.33	Chr7 29.32 cM
51620676	BAZ1A	BAZ1A	Baz1a	BAZ1A	True	True	True	11177	217578	HGNC:960	MGI:1309478	Chr14 q13.1-q13.2	Chr12 23.84 cM
51620724	BAZ1B	BAZ1B	Baz1b	BAZ1B	True	True	True	9031	22385	HGNC:961	MGI:1353499	Chr7 q11.23	Chr5 75.05 cM
51628240	BAZ2A	BAZ2A	Baz2a	BAZ2A	True	True	True	11176	116848	HGNC:962	MGI:2151152	Chr12 q13.3	Chr10 76.4 cM
51629245	BAZ2B	BAZ2B	Baz2b	BAZ2B	True	True	True	29994	407823	HGNC:963	MGI:2442782	Chr2 q24.2	Chr2 34.18 cM
51623985	BBC3	BBC3	Bbc3	BBC3	True	True	True	27113	170770	HGNC:17868	MGI:2181667	Chr19 q13.32	Chr7 8.85 cM
51616441	BBIP1	BBIP1	Bbip1	BBIP1	True	True	True	92482	100503572	HGNC:28093	MGI:1913610	Chr10 q25.2	Chr19 48.8 cM
51621328	BBLN	BBLN	Bbln	BBLN	True	True	True	79095	73737	HGNC:17823	MGI:1920987	Chr9 q34.11	Chr2 22.09 cM
51616442	BBOF1	BBOF1	Bbof1	BBOF1	True	True	True	80127	72873	HGNC:19855	MGI:1920123	Chr14 q24.3	Chr12 39.2 cM
51627994	BBOX1	BBOX1	Bbox1	BBOX1	True	True	True	8424	170442	HGNC:964	MGI:1891372	Chr11 p14.2	Chr2 56.7 cM
51622461	BBS1	BBS1	Bbs1	BBS1	True	True	True	582	52028	HGNC:966	MGI:1277215	Chr11 q13.2	Chr19 4.14 cM
51626289	BBS10	BBS10	Bbs10	BBS10	True	True	True	79738	71769	HGNC:26291	MGI:1919019	Chr12 q21.2	Chr10 58.46 cM
51630912	BBS12	BBS12	Bbs12	BBS12	True	True	True	166379	241950	HGNC:26648	MGI:2686651	Chr4 q27	Chr3 18.41 cM
51619820	BBS2	BBS2	Bbs2	BBS2	True	True	True	583	67378	HGNC:967	MGI:2135267	Chr16 q13	Chr8 46.14 cM
51628854	BBS4	BBS4	Bbs4	BBS4	True	True	True	585	102774	HGNC:969	MGI:2143311	Chr15 q24.1	Chr9 32.01 cM
51629595	BBS5	BBS5	Bbs5	BBS5	True	True	True	129880	72569	HGNC:970	MGI:1919819	Chr2 q31.1	Chr2 40.91 cM
51621859	BBS7	BBS7	Bbs7	BBS7	True	True	True	55212	71492	HGNC:18758	MGI:1918742	Chr4 q27	Chr3 17.72 cM
51631081	BBS9	BBS9	Bbs9	BBS9	True	True	True	27241	319845	HGNC:30000	MGI:2442833	Chr7 p14.3	Chr9 9.17 cM
51631921	BBX	BBX	Bbx	BBX	True	True	True	56987	70508	HGNC:14422	MGI:1917758	Chr3 q13.12	Chr16 31.35 cM
51623051	BCAM	BCAM	Bcam	BCAM	True	True	True	4059	57278	HGNC:6722	MGI:1929940	Chr19 q13.32	Chr7 9.94 cM
51620664	BCAN	BCAN	Bcan	BCAN	True	True	True	63827	12032	HGNC:23059	MGI:1096385	Chr1 q23.1	Chr3 38.78 cM
51626065	BCAP29	BCAP29	Bcap29	BCAP29	True	True	True	55973	12033	HGNC:24131	MGI:101917	Chr7 q22.3	Chr12 13.63 cM
51624467	BCAP31	BCAP31	Bcap31	BCAP31	True	True	True	10134	27061	HGNC:16695	MGI:1350933	ChrX q28	ChrX 37.38 cM
51620056	BCAR1	BCAR1	Bcar1	BCAR1	True	True	True	9564	12927	HGNC:971	MGI:108091	Chr16 q23.1	Chr8 57.98 cM
51631037	BCAR3	BCAR3	Bcar3	BCAR3	True	True	True	8412	29815	HGNC:973	MGI:1352501	Chr1 p22.1	Chr3 53.41 cM
51631922	BCAS1	BCAS1	Bcas1	BCAS1	True	True	True	8537	76960	HGNC:974	MGI:1924210	Chr20 q13.2	Chr2 91.41 cM
51617037	BCAS2	BCAS2	Bcas2	BCAS2	True	True	True	10286	68183	HGNC:975	MGI:1915433	Chr1 p13.2	Chr3 45.25 cM
51629676	BCAS3	BCAS3	Bcas3	BCAS3	True	True	True	54828	192197	HGNC:14347	MGI:2385848	Chr17 q23.2	Chr11 51.34 cM
51620993	BCAT1	BCAT1	Bcat1	BCAT1	True	True	True	586	12035	HGNC:976	MGI:104861	Chr12 p12.1	Chr6 77.27 cM
51619603	BCAT2	BCAT2	Bcat2	BCAT2	True	True	True	587	12036	HGNC:977	MGI:1276534	Chr19 q13.33	Chr7 29.36 cM
51623269	BCCIP	BCCIP	Bccip	BCCIP	True	True	True	56647	66165	HGNC:978	MGI:1913415	Chr10 q26.2	Chr7 77.3 cM
51626095	BCDIN3D	BCDIN3D	Bcdin3d	BCDIN3D	True	True	True	144233	75284	HGNC:27050	MGI:1922534	Chr12 q13.12	Chr15 56.13 cM
51631923	BCHE	BCHE	Bche	BCHE	True	True	True	590	12038	HGNC:983	MGI:894278	Chr3 q26.1	Chr3 33.61 cM
51627864	BCKDHA	BCKDHA	Bckdha	BCKDHA	True	True	True	593	12039	HGNC:986	MGI:107701	Chr19 q13.2	Chr7 13.94 cM
51629121	BCKDHB	BCKDHB	Bckdhb	BCKDHB	True	True	True	594	12040	HGNC:987	MGI:88137	Chr6 q14.1	Chr9 45.67 cM
51616983	BCKDK	BCKDK	Bckdk	BCKDK	True	True	True	10295	12041	HGNC:16902	MGI:1276121	Chr16 p11.2	Chr7 69.82 cM
51631193	BCL10	BCL10	Bcl10	BCL10	True	True	True	8915	12042	HGNC:989	MGI:1337994	Chr1 p22.3	Chr3 71.03 cM
51616455	BCL11A	BCL11A	Bcl11a	BCL11A	True	True	True	53335	14025	HGNC:13221	MGI:106190	Chr2 p16.1	Chr11 14.41 cM
51616456	BCL11B	BCL11B	Bcl11b	BCL11B	True	True	True	64919	58208	HGNC:13222	MGI:1929913	Chr14 q32.2	Chr12 59.1 cM
51616457	BCL2	BCL2	Bcl2	BCL2	True	True	True	596	12043	HGNC:990	MGI:88138	Chr18 q21.33	Chr1 49.76 cM
51631924	BCL2A1	BCL2A1	Bcl2a1c	BCL2A1C	True	False	False	597	12046	HGNC:991	MGI:1278327	Chr15 q25.1	Chr9 64.37 cM
51616458	BCL2L1	BCL2L1	Bcl2l1	BCL2L1	True	True	True	598	12048	HGNC:992	MGI:88139	Chr20 q11.21	Chr2 75.41 cM
51616541	BCL2L10	BCL2L10	Bcl2l10	BCL2L10	True	True	True	10017	12049	HGNC:993	MGI:1330841	Chr15 q21.2	Chr9 42.3 cM
51616497	BCL2L11	BCL2L11	Bcl2l11	BCL2L11	True	True	True	10018	12125	HGNC:994	MGI:1197519	Chr2 q13	Chr2 62.23 cM
51625601	BCL2L12	BCL2L12	Bcl2l12	BCL2L12	True	True	True	83596	75736	HGNC:13787	MGI:1922986	Chr19 q13.33	Chr7 29.07 cM
51625218	BCL2L13	BCL2L13	Bcl2l13	BCL2L13	True	True	True	23786	94044	HGNC:17164	MGI:2136959	Chr22 q11.21	Chr6 57.01 cM
51630728	BCL2L14	BCL2L14	Bcl2l14	BCL2L14	True	True	True	79370	66813	HGNC:16657	MGI:1914063	Chr12 p13.2	Chr6 65.22 cM
51631928	BCL2L15	BCL2L15	Bcl2l15	BCL2L15	True	True	True	440603	229672	HGNC:33624	MGI:2685412	Chr1 p13.2	Chr3 45.52 cM
51631929	BCL2L2	BCL2L2	Bcl2l2	BCL2L2	True	True	True	599	12050	HGNC:995	MGI:108052	Chr14 q11.2	Chr14 27.98 cM
51630840	BCL3	BCL3	Bcl3	BCL3	True	True	True	602	12051	HGNC:998	MGI:88140	Chr19 q13.32	Chr7 9.95 cM
51616459	BCL6	BCL6	Bcl6	BCL6	True	True	True	604	12053	HGNC:1001	MGI:107187	Chr3 q27.3	Chr16 15.26 cM
51631458	BCL6B	BCL6B	Bcl6b	BCL6B	True	True	True	255877	12029	HGNC:1002	MGI:1278332	Chr17 p13.1	Chr11 42.99 cM
51617213	BCL7A	BCL7A	Bcl7a	BCL7A	True	True	True	605	77045	HGNC:1004	MGI:1924295	Chr12 q24.31	Chr5 62.92 cM
51616460	BCL7B	BCL7B	Bcl7b	BCL7B	True	True	True	9275	12054	HGNC:1005	MGI:1332238	Chr7 q11.23	Chr5 75.04 cM
51631930	BCL7C	BCL7C	Bcl7c	BCL7C	True	True	True	9274	12055	HGNC:1006	MGI:1332237	Chr16 p11.2	Chr7 69.65 cM
51625549	BCL9	BCL9	Bcl9	BCL9	True	True	True	607	77578	HGNC:1008	MGI:1924828	Chr1 q21.2	Chr3 42.04 cM
51616461	BCL9L	BCL9L	Bcl9l	BCL9L	True	True	True	283149	80288	HGNC:23688	MGI:1933114	Chr11 q23.3	Chr9 24.84 cM
51631931	BCLAF1	BCLAF1	Bclaf1	BCLAF1	True	True	True	9774	72567	HGNC:16863	MGI:1917580	Chr6 q23.3	Chr10 9.75 cM
51619639	BCLAF3	BCLAF3	Bclaf3	BCLAF3	True	True	True	256643	382252	HGNC:27413	MGI:2685992	ChrX p22.12	ChrX 73.55 cM
51616452	BCO1	BCO1	Bco1	BCO1	True	True	True	53630	63857	HGNC:13815	MGI:1926923	Chr16 q23.2	Chr8 63.61 cM
51616453	BCO2	BCO2	Bco2	BCO2	True	True	True	83875	170752	HGNC:18503	MGI:2177469	Chr11 q23.1	Chr9 27.74 cM
51630555	BCOR	BCOR	Bcor	BCOR	True	True	True	54880	71458	HGNC:20893	MGI:1918708	ChrX p11.4	ChrX 6.83 cM
51630392	BCORL1	BCORL1	Bcorl1	BCORL1	True	True	True	63035	320376	HGNC:25657	MGI:2443910	ChrX q26.1	ChrX 25.64 cM
51626497	BCR	BCR	Bcr	BCR	True	True	True	613	110279	HGNC:1014	MGI:88141	Chr22 q11.23	Chr10 38.49 cM
51629522	BCS1L	BCS1L	Bcs1l	BCS1L	True	True	True	617	66821	HGNC:1020	MGI:1914071	Chr2 q35	Chr1 38.54 cM
51629216	BDH1	BDH1	Bdh1	BDH1	True	True	True	622	71911	HGNC:1027	MGI:1919161	Chr3 q29	Chr16 21.74 cM
51628474	BDH2	BDH2	Bdh2	BDH2	True	True	True	56898	69772	HGNC:32389	MGI:1917022	Chr4 q24	Chr3 62.55 cM
51616462	BDKRB1	BDKRB1	Bdkrb1	BDKRB1	True	True	True	623	12061	HGNC:1029	MGI:88144	Chr14 q32.2	Chr12 55.81 cM
51630460	BDKRB2	BDKRB2	Bdkrb2	BDKRB2	True	True	True	624	12062	HGNC:1030	MGI:102845	Chr14 q32.2	Chr12 55.76 cM
51630485	BDNF	BDNF	Bdnf	BDNF	True	True	True	627	12064	HGNC:1033	MGI:88145	Chr11 p14.1	Chr2 56.63 cM
51622739	BDP1	BDP1	Bdp1	BDP1	True	True	True	55814	544971	HGNC:13652	MGI:1347077	Chr5 q13.2	Chr13 52.92 cM
51624909	BEAN1	BEAN1	Bean1	BEAN1	True	True	True	146227	65115	HGNC:24160	MGI:1929597	Chr16 q21	Chr8 53.04 cM
51629844	BECN1	BECN1	Becn1	BECN1	True	True	True	8678	56208	HGNC:1034	MGI:1891828	Chr17 q21.31	Chr11 64.58 cM
51629843	BECN2	BECN2	Becn2	BECN2	True	True	True	441925	226720	HGNC:38606	MGI:2684950	Chr1 q43	Chr1 syntenic
51620947	BEGAIN	BEGAIN	Begain	BEGAIN	True	True	True	57596	380785	HGNC:24163	MGI:3044626	Chr14 q32.2	Chr12 59.98 cM
51630746	BEND2	BEND2	Bend2	BEND2	True	True	True	139105	108168453	HGNC:28509	MGI:3705232	ChrX p22.13	ChrX 73.95 cM
