gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection	db_class_key	human_symbol	mouse_symbol	canonical_mouse_symbol	ortholog_symbol_class	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	present_in_human_dg_full_gene_list
RWDD4	RWDD4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.08228559253289408	0.23802425015261902	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.08228559253289408	51624915	RWDD4	Rwdd4a	RWDD4A	nonidentical_symbol	201965	192174	HGNC:23750	MGI:2681000	True
RBM12B	RBM12B	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5	0.5	0.020793170616093072	6	12	1.0	0.5	0.5	0.009879767867540601	0.22796352583586627	0.07959880092758433	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.07959880092758433	51620513	RBM12B	Rbm12b2	RBM12B2	nonidentical_symbol	389677	77604	HGNC:32310	MGI:1924854	True
ZNF212	ZNF212	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.07897939226325515	0.13650760732263723	4	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.07897939226325515	51636347	ZNF212	Zfp212	ZFP212	nonidentical_symbol	7988	232784	HGNC:13004	MGI:2682609	True
TP53INP2	TP53INP2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.07811896716452334	0.18553278590001804	5	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.07811896716452334	51627075	TP53INP2	Trp53inp2	TRP53INP2	nonidentical_symbol	58476	68728	HGNC:16104	MGI:1915978	True
ZNF566	ZNF566	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.1527243787478716	0.07654711189854273	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.07654711189854273	51636424	ZNF566	Zfp566	ZFP566	nonidentical_symbol	84924	72556	HGNC:25919	MGI:1919806	True
ZNF3	ZNF3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.07646193084402886	0.2078093159688676	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.07646193084402886	51636375	ZNF3	Zfp113	ZFP113	nonidentical_symbol	7551	56314	HGNC:13089	MGI:1929116	True
ZNF780A	ZNF780A	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.06888996667564776	0.1563070566805773	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.06888996667564776	51627859	ZNF780A	Zfp60	ZFP60	nonidentical_symbol	284323	22718	HGNC:27603	MGI:99207	True
ZNF445	ZNF445	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2776182473420066	0.06681655768149963	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.06681655768149963	51636401	ZNF445	Zfp445	ZFP445	nonidentical_symbol	353274	235682	HGNC:21018	MGI:2143340	True
ZNF18	ZNF18	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0918531353772492	0.06445181788225629	4	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.06445181788225629	51636340	ZNF18	Zkscan6	ZKSCAN6	nonidentical_symbol	7566	52712	HGNC:12969	MGI:1289293	True
RSPH3	RSPH3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.26235155068617866	0.06434033728025187	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.06434033728025187	51624139	RSPH3	Rsph3a	RSPH3A	nonidentical_symbol	83861	66832	HGNC:21054	MGI:1914082	True
ZNF830	ZNF830	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.06267126770491871	0.16930838707462142	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.06267126770491871	51629967	ZNF830	Zfp830	ZFP830	nonidentical_symbol	91603	66983	HGNC:28291	MGI:1914233	True
ZNF414	ZNF414	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.06184518207120756	0.21535434130125436	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.06184518207120756	51626395	ZNF414	Zfp414	ZFP414	nonidentical_symbol	84330	328801	HGNC:20630	MGI:1915641	True
C5orf34	C5ORF34	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.06180221973171467	0.3396629812906951	5	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.06180221973171467	51626566	C5orf34	4833420G17Rik	4833420G17RIK	nonidentical_symbol	375444	67392	HGNC:24738	MGI:1914642	True
ZNF786	ZNF786	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.10950793376600942	0.05581823757638704	2	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.05581823757638704	51636471	ZNF786	Zfp786	ZFP786	nonidentical_symbol	136051	330301	HGNC:21806	MGI:3026883	True
ZNF668	ZNF668	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0546652529403909	0.15817323705561107	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.0546652529403909	51620729	ZNF668	Zfp668	ZFP668	nonidentical_symbol	79759	244219	HGNC:25821	MGI:2442943	True
PPP2R3B	PPP2R3B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.053323719070785765	0.14432231669840312	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.053323719070785765	51622104	PPP2R3B	Ppp2r3d	PPP2R3D	nonidentical_symbol	28227	19054	HGNC:13417	MGI:1335093	True
ZNF146	ZNF146	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.19207259743362226	0.051535604532342905	2	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.051535604532342905	51624480	ZNF146	Zfp146	ZFP146	nonidentical_symbol	7705	26465	HGNC:12931	MGI:1347092	True
ZNF239	ZNF239	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.045283220467625104	0.07285361026463119	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.045283220467625104	51636357	ZNF239	Zfp239	ZFP239	nonidentical_symbol	8187	22685	HGNC:13031	MGI:1306812	True
C14orf119	C14ORF119	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.04429039939690112	0.29283248476134105	4	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.04429039939690112	51626746	C14orf119	1700123O20Rik	1700123O20RIK	nonidentical_symbol	55017	58248	HGNC:20270	MGI:1920893	True
AKR1E2	AKR1E2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.04346583600346142	0.150937044079883	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.04346583600346142	51631788	AKR1E2	Akr1e1	AKR1E1	nonidentical_symbol	83592	56043	HGNC:23437	MGI:1914758	True
C5orf63	C5ORF63	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.04292246856705645	0.07782775671264909	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.04292246856705645	51622655	C5orf63	C330018D20Rik	C330018D20RIK	nonidentical_symbol	401207	77422	HGNC:40051	MGI:1924672	True
C19orf47	C19ORF47	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.038401549824850036	0.1382766790470265	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.038401549824850036	51621078	C19orf47	2310022A10Rik	2310022A10RIK	nonidentical_symbol	126526	66367	HGNC:26723	MGI:1913617	True
ZNF574	ZNF574	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.035396145210819505	0.1113597733491582	4	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.035396145210819505	51624149	ZNF574	Zfp574	ZFP574	nonidentical_symbol	64763	232976	HGNC:26166	MGI:2442951	True
C2orf68	C2ORF68	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.034755550502237206	0.19625351333595703	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.034755550502237206	51630813	C2orf68	0610030E20Rik	0610030E20RIK	nonidentical_symbol	388969	68364	HGNC:34353	MGI:1915614	True
G6PD	G6PD	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.034699575120861845	0.17261286833860656	3	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.034699575120861845	51621008	G6PD	G6pdx	G6PDX	nonidentical_symbol	2539	14381	HGNC:4057	MGI:105979	True
C1orf174	C1ORF174	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.03395462318353212	0.23283152411380265	4	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.03395462318353212	51629082	C1orf174	A430005L14Rik	A430005L14RIK	nonidentical_symbol	339448	97159	HGNC:27915	MGI:2140680	True
TP53	TP53	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.02694060960217539	0.31818544526013404	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.02694060960217539	51616567	TP53	Trp53	TRP53	nonidentical_symbol	7157	22059	HGNC:11998	MGI:98834	True
ZNF687	ZNF687	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.019543734100519516	0.15056277219509434	4	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.019543734100519516	51622460	ZNF687	Zfp687	ZFP687	nonidentical_symbol	57592	78266	HGNC:29277	MGI:1925516	True
ZNF408	ZNF408	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.016411470700012424	0.06472169073942946	3	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.016411470700012424	51630338	ZNF408	Zfp408	ZFP408	nonidentical_symbol	79797	381410	HGNC:20041	MGI:2685857	True
C18orf54	C18ORF54	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.008340443543340114	0.07568250459736682	3	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.008340443543340114	51630838	C18orf54	4930503L19Rik	4930503L19RIK	nonidentical_symbol	162681	269033	HGNC:13796	MGI:1922045	True
ZNF607	ZNF607	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.00492901747082349	0.048935374848256316	3	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.00492901747082349	51636439	ZNF607	Zfp84	ZFP84	nonidentical_symbol	84775	74352	HGNC:28192	MGI:107780	True
ZNF410	ZNF410	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.0014349163769486297	0.25399392657749126	4	2	0.2047379835013634	0.015247217002160102	True	False	1.0	0.0014349163769486297	51629949	ZNF410	Zfp410	ZFP410	nonidentical_symbol	57862	52708	HGNC:20144	MGI:1289280	True
ZNF655	ZNF655	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0012498756010987432	0.13706898474869111	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.0012498756010987432	51636446	ZNF655	Zfp655	ZFP655	nonidentical_symbol	79027	72611	HGNC:30899	MGI:1919861	True
C1orf50	C1ORF50	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0010505145226167856	0.1355663482068429	4	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.0010505145226167856	51626034	C1orf50	AU022252	AU022252	nonidentical_symbol	79078	230696	HGNC:28795	MGI:2140466	True
ZNF23	ZNF23	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.0007516648870872179	0.10848627477561534	3	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.0007516648870872179	51636350	ZNF23	Zfp612	ZFP612	nonidentical_symbol	7571	234725	HGNC:13023	MGI:2443465	True
UBE2D2	UBE2D2	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.5424425634824668	0.7433132914999004	4	3	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.5424425634824668	51627146	UBE2D2	Ube2d2a	UBE2D2A	nonidentical_symbol	7322	56550	HGNC:12475	MGI:1930715	True
C19orf48P	C19ORF48P	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	5	10	1.0	0.5	0.5	0.030093938344890565	0.36879432624113473	0.4860956618464961	3	2	0.4263161510981014	0.10642276028215444	True	False	0.9166666666666667	0.36879432624113473	51632019	C19orf48P	2410002F23Rik	2410002F23RIK	nonidentical_symbol	84798	668661	HGNC:29667	MGI:1914226	False
H1-0	H1-0	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	5	10	1.0	0.5	0.5	0.005744073222698901	0.36271529888551163	0.9566840926064227	3	2	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.36271529888551163	51619538	H1-0	H1f0	H1F0	nonidentical_symbol	3005	14958	HGNC:4714	MGI:95893	False
SUPT16H	SUPT16H	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.2550894931001503	0.3788650753360626	4	3	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.2550894931001503	51621215	SUPT16H	Supt16	SUPT16	nonidentical_symbol	11198	114741	HGNC:11465	MGI:1890948	True
SUPT20H	SUPT20H	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.24592391304347827	0.3480850261720758	4	3	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.24592391304347827	51619368	SUPT20H	Supt20	SUPT20	nonidentical_symbol	55578	56790	HGNC:20596	MGI:1929651	True
YAE1	YAE1	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	5	10	1.0	0.5	0.5	0.030093938344890565	0.18105392659421776	0.43427931292008964	4	2	0.4263161510981014	0.10642276028215444	True	False	0.9166666666666667	0.18105392659421776	51619284	YAE1	Yae1d1	YAE1D1	nonidentical_symbol	57002	67008	HGNC:24857	MGI:1914258	True
RPS3A	RPS3A	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.17882525083612041	0.9936372594894933	4	3	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.17882525083612041	51619436	RPS3A	Rps3a1	RPS3A1	nonidentical_symbol	6189	20091	HGNC:10421	MGI:1202063	True
SUPT3H	SUPT3H	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.7467956469165659	0.16485015370905232	3	3	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.16485015370905232	51630178	SUPT3H	Supt3	SUPT3	nonidentical_symbol	8464	109115	HGNC:11466	MGI:1923723	True
ZNF429	ZNF429	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.23682591757227803	0.092715174181903	3	2	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.092715174181903	51636398	ZNF429	Zfp87	ZFP87	nonidentical_symbol	353088	170763	HGNC:20817	MGI:107768	True
ZNF484	ZNF484	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.15574365175332527	0.07011196650546417	3	2	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.07011196650546417	51636412	ZNF484	Zfp948	ZFP948	nonidentical_symbol	83744	381066	HGNC:23385	MGI:3040683	True
LINC00673	LINC00673	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	5	10	1.0	0.5	0.5	0.0007477303749822311	0.06484295845997974	0.13928304705003733	2	2	0.4263161510981014	0.015247217002160102	True	False	0.9166666666666667	0.06484295845997974	51633608	LINC00673	2610035D17Rik	2610035D17RIK	nonidentical_symbol	100499467	72386	HGNC:44354	MGI:1919636	False
SUPT4H1	SUPT4H1	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.0025959830577947807	0.5348445842720306	3	3	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.0025959830577947807	51630298	SUPT4H1	Supt4a	SUPT4A	nonidentical_symbol	6827	20922	HGNC:11467	MGI:107416	True
ZNF605	ZNF605	mgi_one_to_one_ortholog_gene	3	4	1.0	0.5833333333333333	0.41666666666666674	0.2293592793625111	6	12	1.0	0.5	0.5	0.009879767867540601	0.00026896180742334586	0.06760375806885911	3	3	0.4263161510981014	0.03613674988490279	True	False	0.9166666666666667	0.00026896180742334586	51636437	ZNF605	Zfp605	ZFP605	nonidentical_symbol	100289635	675812	HGNC:28068	MGI:2444933	True
ZNF22	ZNF22	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.6666666666666666	0.33333333333333337	0.04130279887374222	0.11717586280368081	0.6379540221692661	5	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333334	0.11717586280368081	51636349	ZNF22	Zfp422	ZFP422	nonidentical_symbol	7570	67255	HGNC:13012	MGI:1914505	True
GPI	GPI	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.46931256309549246	0.471204665573173	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.46931256309549246	51623805	GPI	Gpi1	GPI1	nonidentical_symbol	2821	14751	HGNC:4458	MGI:95797	True
KIAA1549L	KIAA1549L	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6675348318500636	0.44256720296540397	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.44256720296540397	51625895	KIAA1549L	D430041D05Rik	D430041D05RIK	nonidentical_symbol	25758	241589	HGNC:24836	MGI:2181743	True
ZNF704	ZNF704	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7213126663708962	0.42986924312316277	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.42986924312316277	51625070	ZNF704	Zfp704	ZFP704	nonidentical_symbol	619279	170753	HGNC:32291	MGI:2180715	True
KIAA0232	KIAA0232	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.006644634407735547	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6048525328430563	0.3313431126832209	5	3	0.07600343072186334	0.11250565895934203	True	False	0.8333333333333333	0.3313431126832209	51633352	KIAA0232	D5Ertd579e	D5ERTD579E	nonidentical_symbol	9778	320661	HGNC:28992	MGI:1261849	True
C6orf89	C6ORF89	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.3662180079469921	0.3262679315614426	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.3262679315614426	51630884	C6orf89	BC004004	BC004004	nonidentical_symbol	221477	80748	HGNC:21114	MGI:2136782	True
ZNF451	ZNF451	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6035543707334952	0.30824359492991354	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.30824359492991354	51624866	ZNF451	Zfp451	ZFP451	nonidentical_symbol	26036	98403	HGNC:21091	MGI:2137896	True
ZNF398	ZNF398	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.3078276072143973	0.2361519737082816	4	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.2361519737082816	51636391	ZNF398	Zfp398	ZFP398	nonidentical_symbol	57541	272347	HGNC:18373	MGI:1917856	True
KIAA1958	KIAA1958	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.4338240768314473	0.23255325529324578	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.23255325529324578	51633355	KIAA1958	E130308A19Rik	E130308A19RIK	nonidentical_symbol	158405	230259	HGNC:23427	MGI:2442164	True
ZNF121	ZNF121	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.18750112408050215	0.2675068971801688	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.18750112408050215	51636331	ZNF121	Zfp560	ZFP560	nonidentical_symbol	7675	434377	HGNC:12904	MGI:1915280	True
ZNF532	ZNF532	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.6575415189477346	0.17004639504009977	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.17004639504009977	51625188	ZNF532	Zfp532	ZFP532	nonidentical_symbol	55205	328977	HGNC:30940	MGI:3036282	True
FAM149B1	FAM149B1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.20785569260147885	0.15570775084708274	4	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.15570775084708274	51629104	FAM149B1	Fam149b	FAM149B	nonidentical_symbol	317662	105428	HGNC:29162	MGI:2145567	True
ZNF362	ZNF362	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.17062784399492323	0.1454907775487882	3	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.1454907775487882	51629015	ZNF362	Zfp362	ZFP362	nonidentical_symbol	149076	230761	HGNC:18079	MGI:2652839	True
ZNF771	ZNF771	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.14057745096821472	0.2743844778198453	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.14057745096821472	51636461	ZNF771	Zfp771	ZFP771	nonidentical_symbol	51333	244216	HGNC:29653	MGI:2442050	True
ZNF444	ZNF444	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.12734420812219693	0.24076029235245688	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.12734420812219693	51636400	ZNF444	Zfp444	ZFP444	nonidentical_symbol	55311	72667	HGNC:16052	MGI:1923365	True
C2orf42	C2ORF42	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.12495099820321551	0.1528630099006505	5	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.12495099820321551	51630814	C2orf42	C87436	C87436	nonidentical_symbol	54980	232196	HGNC:26056	MGI:2141787	True
ZNF746	ZNF746	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.14879033338672373	0.12200128438151475	5	2	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.12200128438151475	51636456	ZNF746	Zfp746	ZFP746	nonidentical_symbol	155061	69228	HGNC:21948	MGI:1916478	True
C12orf43	C12ORF43	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.12009665062869415	0.28213036761812094	5	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.12009665062869415	51618036	C12orf43	2210016L21Rik	2210016L21RIK	nonidentical_symbol	64897	72357	HGNC:25719	MGI:1919607	True
ZNF609	ZNF609	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	0.8333333333333333	0.5	0.33333333333333326	0.04130279887374222	0.7170293413616958	0.11537597276428635	4	3	0.2047379835013634	0.11250565895934203	True	False	0.8333333333333333	0.11537597276428635	51620116	ZNF609	Zfp609	ZFP609	nonidentical_symbol	23060	214812	HGNC:29003	MGI:2674092	True
