target_source	target_set	target_label	model_term_supported	gene	mouse_symbol	priority	is_tf_or_regulatory_candidate	recommended_epigenomic_signal	rationale	current_evidence_source	present_as_gse268609_gene_expression_feature	gse268609_feature_id	gse268609_feature_name	gse268609_feature_row_1based	gse268609_chrom	gse268609_start	gse268609_end	gse268609_promoter_gene_window_plusminus_2kb	n_matching_gene_rows
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	CAMK2B	Camk2b	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000058404	CAMK2B	13506	chr7	44325420	44325656	chr7:44323420-44327656	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	GABRA2	Gabra2	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000151834	GABRA2	8268	chr4	46388712	46475230	chr4:46386712-46477230	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	GABRB3	Gabrb3	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000166206	GABRB3	25254	chr15	26629089	26939539	chr15:26627089-26941539	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	GRIN2B	Grin2b	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000273079	GRIN2B	21298	chr12	13980362	13980363	chr12:13978362-13982363	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	KCND2	Kcnd2	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000184408	KCND2	14172	chr7	120273174	120273175	chr7:120271174-120275175	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	KCNJ3	Kcnj3	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000162989	KCNJ3	5025	chr2	154697854	154698695	chr2:154695854-154700695	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	KCNJ6	Kcnj6	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000157542	KCNJ6	34180	chr21	37916456	38121345	chr21:37914456-38123345	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	KCNK1	Kcnk1	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000135750	KCNK1	3199	chr1	233614105	233614106	chr1:233612105-233616106	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	PPP3CA	Ppp3ca	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000138814	PPP3CA	8697	chr4	101346841	101347526	chr4:101344841-101349526	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	SLC17A6	Slc17a6	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000091664	SLC17A6	19386	chr11	22338380	22338381	chr11:22336380-22340381	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	SLC17A7	Slc17a7	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000104888	SLC17A7	32442	chr19	49441526	49442360	chr19:49439526-49444360	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	SNAP25	Snap25	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000132639	SNAP25	33038	chr20	10218829	10218833	chr20:10216829-10220833	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	STXBP1	Stxbp1	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000136854	STXBP1	17212	chr9	127579369	127612361	chr9:127577369-127614361	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	STXBP5L	Stxbp5l	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000145087	STXBP5L	7003	chr3	120908071	120908314	chr3:120906071-120910314	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	SYNPR	Synpr	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000163630	SYNPR	6651	chr3	63278307	63443337	chr3:63276307-63445337	1
niche_circuit_module	downstream_synaptic_excitability	Downstream synaptic/excitability	ConstructionBalance	SYT1	Syt1	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	convergent sparse-coding, synaptic maturation, and excitability implementation	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000067715	SYT1	22186	chr12	78863992	79045631	chr12:78861992-79047631	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	ASCL1	Ascl1	high	True	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000139352	ASCL1	22385	chr12	102957673	102957674	chr12:102955673-102959674	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	BMP4	Bmp4	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000125378	BMP4	24271	chr14	53953454	53956825	chr14:53951454-53958825	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	BMPR1A	Bmpr1a	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000107779	BMPR1A	18331	chr10	86756649	86756650	chr10:86754649-86758650	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	DCX	Dcx	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000077279	DCX	36052	chrX	111410948	111412429	chrX:111408948-111414429	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	DLL1	Dll1	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000198719	DLL1	13005	chr6	170291077	170291078	chr6:170289077-170293078	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	GFAP	Gfap	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000131095	GFAP	29251	chr17	44915485	44915500	chr17:44913485-44917500	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	GLI1	Gli1	high	True	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000111087	GLI1	21961	chr12	57459784	57460151	chr12:57457784-57462151	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	HES1	Hes1	high	True	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000114315	HES1	7752	chr3	194136147	194136148	chr3:194134147-194138148	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	HES5	Hes5	high	True	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000197921	HES5	111	chr1	2530262	2530263	chr1:2528262-2532263	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	ID1	Id1	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000125968	ID1	33253	chr20	31605282	31605289	chr20:31603282-31607289	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	ID2	Id2	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000115738	ID2	3514	chr2	8678844	8682056	chr2:8676844-8684056	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	JAG1	Jag1	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000101384	JAG1	33044	chr20	10673998	10673999	chr20:10671998-10675999	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	NES	Nes	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000132688	NES	2204	chr1	156677406	156677407	chr1:156675406-156679407	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	NOTCH1	Notch1	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000148400	NOTCH1	17436	chr9	136546047	136546048	chr9:136544047-136548048	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	NOTCH2	Notch2	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000134250	NOTCH2	1797	chr1	120051713	120069662	chr1:120049713-120071662	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	PTCH1	Ptch1	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000185920	PTCH1	16873	chr9	95507198	95517057	chr9:95505198-95519057	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	SOX2	Sox2	high	True	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000181449	SOX2	7594	chr3	181711924	181711925	chr3:181709924-181713925	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	TUBB3	Tubb3	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000258947	TUBB3	28070	chr16	89921850	89923366	chr16:89919850-89925366	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	VIM	Vim	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000026025	VIM	17719	chr10	17229277	17229278	chr10:17227277-17231278	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	WNT5A	Wnt5a	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000114251	WNT5A	6594	chr3	55481392	55489945	chr3:55479392-55491945	1
niche_circuit_module	shared_neurogenic_niche_state	Shared neurogenic niche/progenitor state	NicheSignal	WNT7A	Wnt7a	high	False	module-level promoter/gene-body accessibility plus linked enhancer accessibility	general neurogenic stem/progenitor and local niche signaling state	Project/results/primary_core_niche_circuit_module_gene_sets.tsv	True	ENSG00000154764	WNT7A	6086	chr3	13880070	13880071	chr3:13878070-13882071	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	EMX1	Emx1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000135638	EMX1	4194	chr2	72916259	72917519	chr2:72914259-72919519	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	EMX2	Emx2	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000170370	EMX2	18713	chr10	117542444	117542746	chr10:117540444-117544746	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	EOMES	Eomes	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000163508	EOMES	6183	chr3	27722322	27722711	chr3:27720322-27724711	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	FOXG1	Foxg1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000176165	FOXG1	24044	chr14	28766786	28766787	chr14:28764786-28768787	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	LEF1	Lef1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000138795	LEF1	8753	chr4	108166300	108168956	chr4:108164300-108170956	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	LHX2	Lhx2	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000106689	LHX2	17161	chr9	124011767	124011768	chr9:124009767-124013768	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	OTX2	Otx2	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000165588	OTX2	24307	chr14	56805647	56816693	chr14:56803647-56818693	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	PAX6	Pax6	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000007372	PAX6	19445	chr11	31804045	31817961	chr11:31802045-31819961	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	SIX3	Six3	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000138083	SIX3	3928	chr2	44941701	44941702	chr2:44939701-44943702	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	TBR1	Tbr1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000136535	TBR1	5073	chr2	161416296	161417895	chr2:161414296-161419895	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	TCF7L2	Tcf7l2	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000148737	TCF7L2	18667	chr10	112950246	112950757	chr10:112948246-112952757	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	WNT3A	Wnt3a	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000154342	WNT3A	3112	chr1	228006997	228006998	chr1:228004997-228008998	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	WNT7A	Wnt7a	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000154764	WNT7A	6086	chr3	13880070	13880071	chr3:13878070-13882071	1
developmental_origin_module	anterior_telencephalic_pattern	Anterior/telencephalic pattern	FatePolarity	ZBTB20	Zbtb20	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	forebrain/telencephalic regional identity upstream of hippocampal/dentate lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000181722	ZBTB20	6946	chr3	114383640	115147271	chr3:114381640-115149271	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	ASCL1	Ascl1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000139352	ASCL1	22385	chr12	102957673	102957674	chr12:102955673-102959674	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	HES1	Hes1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000114315	HES1	7752	chr3	194136147	194136148	chr3:194134147-194138148	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	HES5	Hes5	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000197921	HES5	111	chr1	2530262	2530263	chr1:2528262-2532263	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	HMGA2	Hmga2	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000149948	HMGA2	22056	chr12	65824130	65825123	chr12:65822130-65827123	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	MSI1	Msi1	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000135097	MSI1	22642	chr12	120369163	120369164	chr12:120367163-120371164	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	NES	Nes	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000132688	NES	2204	chr1	156677406	156677407	chr1:156675406-156679407	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	NOTCH1	Notch1	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000148400	NOTCH1	17436	chr9	136546047	136546048	chr9:136544047-136548048	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	PAX6	Pax6	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000007372	PAX6	19445	chr11	31804045	31817961	chr11:31802045-31819961	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	PROM1	Prom1	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000007062	PROM1	8074	chr4	16076117	16084378	chr4:16074117-16086378	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	SOX1	Sox1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000182968	SOX1	23632	chr13	112067148	112067149	chr13:112065148-112069149	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	SOX2	Sox2	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000181449	SOX2	7594	chr3	181711924	181711925	chr3:181709924-181713925	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	SOX3	Sox3	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000134595	SOX3	36258	chrX	140505115	140505116	chrX:140503115-140507116	1
developmental_origin_module	deep_neural_progenitor	Deep neural progenitor	FatePolarity	VIM	Vim	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	shared neural ectoderm/neuroepithelium competence, not a direct clonal marker	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000026025	VIM	17719	chr10	17229277	17229278	chr10:17227277-17231278	1
developmental_origin_module	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	FatePolarity	ATOH1	Atoh1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	posterior neural-tube, isthmic, rhombic-lip, and SHH-associated cerebellar granule lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000172238	ATOH1	8644	chr4	93828752	93828753	chr4:93826752-93830753	1
developmental_origin_module	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	FatePolarity	BARHL1	Barhl1	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	posterior neural-tube, isthmic, rhombic-lip, and SHH-associated cerebellar granule lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000125492	BARHL1	17346	chr9	132582605	132582659	chr9:132580605-132584659	1
developmental_origin_module	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	FatePolarity	EN1	En1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	posterior neural-tube, isthmic, rhombic-lip, and SHH-associated cerebellar granule lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000163064	EN1	4775	chr2	118847677	118847678	chr2:118845677-118849678	1
developmental_origin_module	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	FatePolarity	EN2	En2	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	posterior neural-tube, isthmic, rhombic-lip, and SHH-associated cerebellar granule lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000164778	EN2	14659	chr7	155458128	155458129	chr7:155456128-155460129	1
developmental_origin_module	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	FatePolarity	FGF8	Fgf8	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	posterior neural-tube, isthmic, rhombic-lip, and SHH-associated cerebellar granule lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000107831	FGF8	18557	chr10	101775958	101780369	chr10:101773958-101782369	1
developmental_origin_module	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	FatePolarity	GBX2	Gbx2	medium_high	False	stage-linked accessibility or methylation support near lineage and construction genes	posterior neural-tube, isthmic, rhombic-lip, and SHH-associated cerebellar granule lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000168505	GBX2	5829	chr2	236168008	236168386	chr2:236166008-236170386	1
developmental_origin_module	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	FatePolarity	GLI1	Gli1	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	posterior neural-tube, isthmic, rhombic-lip, and SHH-associated cerebellar granule lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000111087	GLI1	21961	chr12	57459784	57460151	chr12:57457784-57462151	1
developmental_origin_module	hindbrain_rhombic_lip_pattern	Hindbrain/rhombic-lip pattern	FatePolarity	GLI2	Gli2	medium_high	True	stage-linked accessibility or methylation support near lineage and construction genes	posterior neural-tube, isthmic, rhombic-lip, and SHH-associated cerebellar granule lineage	Project/results/developmental_origin_divergence_audit_gene_sets.tsv	True	ENSG00000074047	GLI2	4798	chr2	120792408	120797291	chr2:120790408-120799291	1
