dataset	core_branch	sample	source_layer	expression_scope	broad_class	n_cells	gene	canonical_gene	source_gene_symbol	detection_fraction	mean_expression	mean_log1p_expression	source_path	eligible_class	mean_log1p_rank_within_sample_gene	stage_label	stage_order	mechanism_class	secretome_class	medium_compatibility	expected_effect	rationale	pathway_roles
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	1829	CXCL12	CXCL12	Cxcl12	0.1951886276653909	0.2679059595407326	0.1619632929455695	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	1.0	adult_or_ctrl	200.0	chemokine	secreted_medium_compatible	high	migration_or_progenitor_context_dependent	chemokine niche candidate	
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	2432	CXCL12	CXCL12	Cxcl12	0.0736019736842105	0.0912828947368421	0.0576537253659708	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	0.6666666666666666	adult_or_ctrl	200.0	chemokine	secreted_medium_compatible	high	migration_or_progenitor_context_dependent	chemokine niche candidate	
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	1494	CXCL12	CXCL12	Cxcl12	0.0234270414993306	0.0274431057563587	0.0176658884710821	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	0.3333333333333333	perturbed_cKO	201.0	chemokine	secreted_medium_compatible	high	migration_or_progenitor_context_dependent	chemokine niche candidate	
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2329	CXCL12	CXCL12	Cxcl12	0.1253756977243452	0.1528553027050236	0.0973835423667991	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	1.0	perturbed_cKO	201.0	chemokine	secreted_medium_compatible	high	migration_or_progenitor_context_dependent	chemokine niche candidate	
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	3123	CXCL12	CXCL12	Cxcl12	0.0329811079090618	0.0400256163944924	0.0252688269553492	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	0.6666666666666666	perturbed_cKO	201.0	chemokine	secreted_medium_compatible	high	migration_or_progenitor_context_dependent	chemokine niche candidate	
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	353	DKK1	DKK1	Dkk1	0.0	0.0	0.0	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	0.3333333333333333	P0	0.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2678	DKK1	DKK1	Dkk1	0.0003734129947722	0.0003734129947722	0.0002588301645108	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	0.6666666666666666	P0	0.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	4437	DKK1	DKK1	Dkk1	0.0004507550146495	0.0004507550146495	0.0003124395675275	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	1.0	P0	0.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE165657	cerebellum	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	12154	DKK1	DKK1	DKK1	0.0051834786901431	0.0067467500411387	0.0040061979751004	External_Data/GEO/GSE165657/GSE165657_Cerebellum_aggr_matrix.mtx.gz	True	0.6666666666666666	aggregate	100.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE165657	cerebellum	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	25064	DKK1	DKK1	DKK1	0.0028327481646983	0.0039498882859878	0.0022500794718801	External_Data/GEO/GSE165657/GSE165657_Cerebellum_aggr_matrix.mtx.gz	True	0.3333333333333333	aggregate	100.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE165657	cerebellum	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	36332	DKK1	DKK1	DKK1	0.0065506991082241	0.0094957613123417	0.0054262667598363	External_Data/GEO/GSE165657/GSE165657_Cerebellum_aggr_matrix.mtx.gz	True	1.0	aggregate	100.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	596	DKK1	DKK1	Dkk1	0.0016778523489932	0.0016778523489932	0.0011629986251005	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	1.0	adult_or_ctrl	200.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	1829	DKK1	DKK1	Dkk1	0.0005467468562055	0.0005467468562055	0.0003789760418589	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	0.6666666666666666	adult_or_ctrl	200.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	2432	DKK1	DKK1	Dkk1	0.0004111842105263	0.0004111842105263	0.000285011176217	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	0.3333333333333333	adult_or_ctrl	200.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	1494	DKK1	DKK1	Dkk1	0.001338688085676	0.001338688085676	0.0009279078722355	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	1.0	perturbed_cKO	201.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2329	DKK1	DKK1	Dkk1	0.0	0.0	0.0	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	0.3333333333333333	perturbed_cKO	201.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	3123	DKK1	DKK1	Dkk1	0.0012808197246237	0.0012808197246237	0.0008877965809285	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	0.6666666666666666	perturbed_cKO	201.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:antagonist
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	353	DKK3	DKK3	Dkk3	0.141643059490085	0.1869688385269121	0.1147415568790565	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	1.0	P0	0.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2678	DKK3	DKK3	Dkk3	0.0414488424197162	0.049663928304705	0.0318851520828633	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	0.3333333333333333	P0	0.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	4437	DKK3	DKK3	Dkk3	0.1066035609646157	0.1374802794681091	0.0856073840716982	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	0.6666666666666666	P0	0.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE122357	cerebellum	GSM3464550_P8a	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	319	DKK3	DKK3	Dkk3	0.1630094043887147	0.2821316614420062	0.1538376403894733	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464550_P8a.csv.gz	True	1.0	P8a	8.1	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE122357	cerebellum	GSM3464550_P8a	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2082	DKK3	DKK3	Dkk3	0.0124879923150816	0.0172910662824207	0.0104903514430006	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464550_P8a.csv.gz	True	0.3333333333333333	P8a	8.1	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE122357	cerebellum	GSM3464550_P8a	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	3687	DKK3	DKK3	Dkk3	0.0827230810957418	0.1586655817737998	0.0823863863129582	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464550_P8a.csv.gz	True	0.6666666666666666	P8a	8.1	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE122357	cerebellum	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	499	DKK3	DKK3	Dkk3	0.1402805611222445	0.2224448897795591	0.124501444246943	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464551_P8b.csv.gz	True	1.0	P8b	8.2	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE122357	cerebellum	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2697	DKK3	DKK3	Dkk3	0.014460511679644	0.0189098998887652	0.0116963189589049	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464551_P8b.csv.gz	True	0.3333333333333333	P8b	8.2	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE122357	cerebellum	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	4972	DKK3	DKK3	Dkk3	0.0722043443282381	0.1102172164119066	0.0633092800306073	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464551_P8b.csv.gz	True	0.6666666666666666	P8b	8.2	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE165657	cerebellum	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	12154	DKK3	DKK3	DKK3	0.1040809610004936	0.1330426197136745	0.0826771610402702	External_Data/GEO/GSE165657/GSE165657_Cerebellum_aggr_matrix.mtx.gz	True	1.0	aggregate	100.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE165657	cerebellum	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	25064	DKK3	DKK3	DKK3	0.0758857325247366	0.0939993616342164	0.0592974646259019	External_Data/GEO/GSE165657/GSE165657_Cerebellum_aggr_matrix.mtx.gz	True	0.3333333333333333	aggregate	100.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE165657	cerebellum	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	36332	DKK3	DKK3	DKK3	0.0908290212484861	0.112820653968953	0.0710609223740475	External_Data/GEO/GSE165657/GSE165657_Cerebellum_aggr_matrix.mtx.gz	True	0.6666666666666666	aggregate	100.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	596	DKK3	DKK3	Dkk3	0.0671140939597315	0.1023489932885906	0.0588057119001964	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	1.0	adult_or_ctrl	200.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	1829	DKK3	DKK3	Dkk3	0.050300710770913	0.0639693821760524	0.0398290046510068	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	0.6666666666666666	adult_or_ctrl	200.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	2432	DKK3	DKK3	Dkk3	0.0435855263157894	0.053453947368421	0.0339437952444616	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	0.3333333333333333	adult_or_ctrl	200.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	1494	DKK3	DKK3	Dkk3	0.0836680053547523	0.1131191432396251	0.0689820427659016	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	1.0	perturbed_cKO	201.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2329	DKK3	DKK3	Dkk3	0.0489480463718334	0.0613997423787033	0.0387746391482804	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	0.3333333333333333	perturbed_cKO	201.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	3123	DKK3	DKK3	Dkk3	0.0630803714377201	0.0838936919628562	0.0515001763154256	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	0.6666666666666666	perturbed_cKO	201.0	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	WNT-antagonist candidate	wnt_beta_catenin:modulator
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	353	DLL1	DLL1	Dll1	0.0849858356940509	0.1388101983002833	0.0763525585374848	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	1.0	P0	0.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2678	DLL1	DLL1	Dll1	0.0100821508588498	0.0108289768483943	0.0072472446063026	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	0.3333333333333333	P0	0.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	4437	DLL1	DLL1	Dll1	0.0286229434302456	0.0398918187964841	0.0240057727717913	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	0.6666666666666666	P0	0.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464550_P8a	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	319	DLL1	DLL1	Dll1	0.1347962382445141	0.1880877742946708	0.1124215057859027	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464550_P8a.csv.gz	True	1.0	P8a	8.1	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464550_P8a	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2082	DLL1	DLL1	Dll1	0.0096061479346781	0.0110470701248799	0.0071861459653539	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464550_P8a.csv.gz	True	0.3333333333333333	P8a	8.1	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464550_P8a	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	3687	DLL1	DLL1	Dll1	0.0309194467046379	0.0423108218063466	0.0253112248812318	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464550_P8a.csv.gz	True	0.6666666666666666	P8a	8.1	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	499	DLL1	DLL1	Dll1	0.1102204408817635	0.1402805611222445	0.0878792032974956	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464551_P8b.csv.gz	True	1.0	P8b	8.2	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2697	DLL1	DLL1	Dll1	0.0122358175750834	0.0166852057842046	0.0100866768972981	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464551_P8b.csv.gz	True	0.3333333333333333	P8b	8.2	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	4972	DLL1	DLL1	Dll1	0.0309734513274336	0.0396218825422365	0.0247840118992383	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464551_P8b.csv.gz	True	0.6666666666666666	P8b	8.2	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE165657	cerebellum	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	12154	DLL1	DLL1	DLL1	0.0610498601283528	0.0963468816850419	0.0538360116650681	External_Data/GEO/GSE165657/GSE165657_Cerebellum_aggr_matrix.mtx.gz	True	1.0	aggregate	100.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE165657	cerebellum	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	25064	DLL1	DLL1	DLL1	0.0262128949888286	0.0349106287902968	0.0211578624033201	External_Data/GEO/GSE165657/GSE165657_Cerebellum_aggr_matrix.mtx.gz	True	0.3333333333333333	aggregate	100.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE165657	cerebellum	Cerebellum_aggr	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	36332	DLL1	DLL1	DLL1	0.0440658372784322	0.0612132555323131	0.0364158560259145	External_Data/GEO/GSE165657/GSE165657_Cerebellum_aggr_matrix.mtx.gz	True	0.6666666666666666	aggregate	100.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	596	DLL1	DLL1	Dll1	0.1057046979865771	0.1258389261744966	0.0805547072631039	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	1.0	adult_or_ctrl	200.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	1829	DLL1	DLL1	Dll1	0.032258064516129	0.0399125205030071	0.0252347225469898	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	0.6666666666666666	adult_or_ctrl	200.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE312658	cerebellum	Ctrl	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	2432	DLL1	DLL1	Dll1	0.0320723684210526	0.0349506578947368	0.0233979176975464	External_Data/GEO/GSE312658/GSM9350909_Ctrl_matrix.mtx.gz	True	0.3333333333333333	adult_or_ctrl	200.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	1494	DLL1	DLL1	Dll1	0.0957161981258366	0.107764390896921	0.0710728599027486	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	1.0	perturbed_cKO	201.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2329	DLL1	DLL1	Dll1	0.0506655216831258	0.0588235294117647	0.0382470230708553	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	0.3333333333333333	perturbed_cKO	201.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE312658	cerebellum	cKO	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	3123	DLL1	DLL1	Dll1	0.05283381364073	0.0592379122638488	0.0390467231158473	External_Data/GEO/GSE312658/GSM9350910_cKO_matrix.mtx.gz	True	0.6666666666666666	perturbed_cKO	201.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	353	DLL3	DLL3	Dll3	0.1274787535410765	0.1841359773371104	0.1073684982800639	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	0.6666666666666666	P0	0.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2678	DLL3	DLL3	Dll3	0.1949215832710978	0.2744585511575803	0.1624836309987712	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	1.0	P0	0.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464549_P0	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	4437	DLL3	DLL3	Dll3	0.124859139057922	0.1836826684696867	0.1066741750555126	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464549_P0.csv.gz	True	0.3333333333333333	P0	0.0	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464550_P8a	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	319	DLL3	DLL3	Dll3	0.2539184952978056	0.3761755485893417	0.2172945927359064	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464550_P8a.csv.gz	True	1.0	P8a	8.1	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464550_P8a	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	cerebellar_candidate	2082	DLL3	DLL3	Dll3	0.1791546589817483	0.2473583093179635	0.1482506349507836	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464550_P8a.csv.gz	True	0.6666666666666666	P8a	8.1	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464550_P8a	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	other_or_ambiguous	3687	DLL3	DLL3	Dll3	0.1399511798209926	0.2172497965825874	0.12244030173142	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464550_P8a.csv.gz	True	0.3333333333333333	P8a	8.1	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	cerebellum	GSM3464551_P8b	full_raw_matrix	full_matrix_mgi_one_to_one_ortholog	broad_neuronal_structural_warning	499	DLL3	DLL3	Dll3	0.156312625250501	0.2004008016032064	0.1241017908908371	External_Data/GEO/GSE122357/GSE122357_RAW.tar:GSM3464551_P8b.csv.gz	True	1.0	P8b	8.2	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
