unit_id	hierarchy_level	term_symbol	term	branch_group	branch	dataset_or_source	contrast_or_scope	evidence_family	metric	raw_value	normalized_score	support_direction	weight	weighted_score	unit_support_class	quality_class	source_table	notes
EU00180	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE325391	selected_feature_matrix|GSE325391|S5R6|dentate_candidate	downstream_construction	delta_downstream_construction_balance	0.5	0.5	positive candidate-background delta supports downstream construction bias	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00181	sample_contrast	Y	GranuleDesign	dentate	human_dentate_hippocampus	GSE325391	selected_feature_matrix|GSE325391|S7R5|dentate_candidate	primary_configuration	delta_configuration_score	0.75	0.75	positive candidate-background delta supports granule-like configuration	1.0	0.75	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00182	sample_contrast	F	FatePolarity	dentate	human_dentate_hippocampus	GSE325391	selected_feature_matrix|GSE325391|S7R5|dentate_candidate	regional_fate	delta_regional_fate_balance	0.75	0.75	positive candidate-background delta supports branch-matched fate polarity	0.9	0.675	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00183	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE325391	selected_feature_matrix|GSE325391|S7R5|dentate_candidate	downstream_construction	delta_downstream_construction_balance	0.0	0.0	positive candidate-background delta supports downstream construction bias	0.9	0.0	near_zero_or_mixed	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00184	sample_contrast	Y	GranuleDesign	dentate	human_dentate_hippocampus	GSE325391	selected_feature_matrix|GSE325391|S8R5|dentate_candidate	primary_configuration	delta_configuration_score	1.0	1.0	positive candidate-background delta supports granule-like configuration	1.0	1.0	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00185	sample_contrast	F	FatePolarity	dentate	human_dentate_hippocampus	GSE325391	selected_feature_matrix|GSE325391|S8R5|dentate_candidate	regional_fate	delta_regional_fate_balance	0.5	0.5	positive candidate-background delta supports branch-matched fate polarity	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00186	sample_contrast	C	ConstructionBalance	dentate	human_dentate_hippocampus	GSE325391	selected_feature_matrix|GSE325391|S8R5|dentate_candidate	downstream_construction	delta_downstream_construction_balance	0.5	0.5	positive candidate-background delta supports downstream construction bias	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00187	sample_contrast	Y	GranuleDesign	dentate	mouse_dentate	GSE95752	selected_feature_matrix|GSE95752|C1_all_cells|dentate_candidate	primary_configuration	delta_configuration_score	1.8333333333333337	1.0	positive candidate-background delta supports granule-like configuration	1.0	1.0	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Combined construction balance plus branch-matched regional fate polarity.
EU00188	sample_contrast	F	FatePolarity	dentate	mouse_dentate	GSE95752	selected_feature_matrix|GSE95752|C1_all_cells|dentate_candidate	regional_fate	delta_regional_fate_balance	1.3333333333333337	1.0	positive candidate-background delta supports branch-matched fate polarity	0.9	0.9	strong_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Dentate and cerebellar branches are expected to differ in regional fate polarity.
EU00189	sample_contrast	C	ConstructionBalance	dentate	mouse_dentate	GSE95752	selected_feature_matrix|GSE95752|C1_all_cells|dentate_candidate	downstream_construction	delta_downstream_construction_balance	0.5	0.5	positive candidate-background delta supports downstream construction bias	0.9	0.45	moderate_support	direct_primary_core	primary_core_transcriptomic_configuration_primary_contrasts.tsv	Construction balance is shared toolkit usage, not by itself granule specificity.
EU00190	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE122357	primary_core_candidate_background|full_mgi_ortholog_matrix|GSE122357|GSM3464549_P0|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00191	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE122357	primary_core_candidate_background|full_mgi_ortholog_matrix|GSE122357|GSM3464550_P8a|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00192	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE122357	primary_core_candidate_background|full_mgi_ortholog_matrix|GSE122357|GSM3464551_P8b|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00193	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE165657	primary_core_candidate_background|full_mgi_ortholog_matrix|GSE165657|Cerebellum_aggr|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00194	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE312658	primary_core_candidate_background|full_mgi_ortholog_matrix|GSE312658|Ctrl|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00195	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE312658	primary_core_candidate_background|full_mgi_ortholog_matrix|GSE312658|cKO|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00196	sample_contrast	I	ConfigurationCoupling	dentate	mouse_dentate	GSE104323	primary_core_candidate_background|full_mgi_ortholog_matrix|GSE104323|10X_all_cells|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00197	sample_contrast	I	ConfigurationCoupling	dentate	mouse_dentate	GSE95752	primary_core_candidate_background|full_mgi_ortholog_matrix|GSE95752|C1_all_cells|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00198	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE122357	primary_core_candidate_background|selected_feature_matrix|GSE122357|GSM3464549_P0|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00199	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE122357	primary_core_candidate_background|selected_feature_matrix|GSE122357|GSM3464550_P8a|cerebellar_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00200	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE122357	primary_core_candidate_background|selected_feature_matrix|GSE122357|GSM3464551_P8b|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00201	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE165657	primary_core_candidate_background|selected_feature_matrix|GSE165657|Cerebellum_aggr|cerebellar_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00202	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE312658	primary_core_candidate_background|selected_feature_matrix|GSE312658|Ctrl|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00203	sample_contrast	I	ConfigurationCoupling	cerebellum	cerebellum	GSE312658	primary_core_candidate_background|selected_feature_matrix|GSE312658|cKO|cerebellar_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00204	sample_contrast	I	ConfigurationCoupling	dentate	mouse_dentate	GSE104323	primary_core_candidate_background|selected_feature_matrix|GSE104323|10X_all_cells|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00205	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|1|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00206	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|2|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00207	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|3|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00208	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|4|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00209	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|5|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00210	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|6|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00211	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|7|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00212	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|8|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00213	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|9|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00214	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|10|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00215	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|11|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00216	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|12|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00217	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|13|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00218	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|14|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00219	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|15|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00220	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|16|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00221	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|17|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00222	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|18|dentate_candidate	configuration_driver_coupling	driver_class_score	-0.5	-0.5	joint positivity supports coupled fate-plus-construction configuration	0.8	-0.4	opposing_or_branch_specific	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00223	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|19|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00224	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|20|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00225	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|21|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00226	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|22|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00227	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|23|dentate_candidate	configuration_driver_coupling	driver_class_score	-0.5	-0.5	joint positivity supports coupled fate-plus-construction configuration	0.8	-0.4	opposing_or_branch_specific	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00228	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|24|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00229	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|25|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00230	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|26|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00231	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|27|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00232	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|28|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00233	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|29|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00234	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|30|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00235	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|31|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00236	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|32|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00237	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|33|dentate_candidate	configuration_driver_coupling	driver_class_score	-0.5	-0.5	joint positivity supports coupled fate-plus-construction configuration	0.8	-0.4	opposing_or_branch_specific	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00238	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|34|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	combined configuration is not positive
EU00239	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|35|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00240	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|36|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00241	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|37|dentate_candidate	configuration_driver_coupling	driver_class_score	1.0	1.0	joint positivity supports coupled fate-plus-construction configuration	0.8	0.8	strong_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	construction and regional fate both support the configuration
EU00242	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|38|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00243	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE268609	primary_core_candidate_background|selected_feature_matrix|GSE268609|39|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00244	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE325391	primary_core_candidate_background|selected_feature_matrix|GSE325391|S1R1|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00245	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE325391	primary_core_candidate_background|selected_feature_matrix|GSE325391|S1R3|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00246	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE325391	primary_core_candidate_background|selected_feature_matrix|GSE325391|S2R3|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
EU00247	sample_contrast	I	ConfigurationCoupling	dentate	human_dentate_hippocampus	GSE325391	primary_core_candidate_background|selected_feature_matrix|GSE325391|S2R5|dentate_candidate	configuration_driver_coupling	driver_class_score	0.25	0.25	joint positivity supports coupled fate-plus-construction configuration	0.8	0.2	weak_or_mixed_support	direct_primary_core_decomposition	primary_core_configuration_driver_audit_contrasts.tsv	configuration is positive mainly because regional fate polarity is positive
