dataset	cell_id	species	region	platform	curated_group	developmental_stage	postnatal_day	Leiden	louvain	nGene	nCounts	percent_mito	count_matrix_present	gene_identifier_status	promotion_status	source_note	geo_accession	title	maturation_state	activity_state	timepoint	cell_state	cell_type	sex	mouseid	treatment	projection_label	quality_control
GSE292261	4032-S4-SMART_E1_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4076.0	861433.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_E2_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4195.0	893931.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_E3_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4553.0	918532.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_E4_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4024.0	686501.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_E5_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden2	DG_P7	7	2.0	DG_P7	2869.0	746561.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_E6_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4285.0	882278.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_E7_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4134.0	794673.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_E8_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4079.0	915690.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_E9_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4486.0	891320.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_F11_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4424.0	759145.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_F1_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	3975.0	786134.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_F2_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4659.0	827475.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_F3_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4007.0	827632.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_F5_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	3724.0	790794.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_F6_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	3431.0	736865.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G11_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4298.0	875208.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G1_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	3753.0	769636.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G2_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4329.0	862498.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G3_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4299.0	963283.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G4_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4000.0	943127.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G5_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4006.0	864374.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G6_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	3632.0	854042.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G7_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden2	DG_P7	7	2.0	DG_P7	3870.0	481810.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G8_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4753.0	920960.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_G9_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	3815.0	855477.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_H10_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden2	DG_P7	7	2.0	DG_P7	3074.0	514548.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_H11_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	3805.0	840906.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_H1_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4064.0	827816.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_H2_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	3663.0	859989.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_H3_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	3780.0	863580.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_H5_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden2	DG_P7	7	2.0	DG_P7	4084.0	829553.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_H6_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4175.0	899037.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_H7_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4124.0	733438.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	4032-S4-SMART_H8_R1_L001-E2	mouse	dentate_gyrus	Smart-seq2	DG_P7_Leiden1	DG_P7	7	1.0	DG_P7	4553.0	925451.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A10_4229-S1-SMART_S10-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2362.0	860266.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A12_4229-S1-SMART_S12-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2144.0	885931.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A1_4229-S1-SMART_S1-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2296.0	680895.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A2_4229-S1-SMART_S2-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1656.0	724826.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A3_4229-S1-SMART_S3-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1376.0	219742.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A4_4229-S1-SMART_S4-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1705.0	320283.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A5_4229-S1-SMART_S5-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1698.0	546418.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A6_4229-S1-SMART_S6-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1784.0	601966.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A7_4229-S1-SMART_S7-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2305.0	705242.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	A8_4229-S1-SMART_S8-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1436.0	656167.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B10_4229-S1-SMART_S22-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1750.0	812153.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B11_4229-S1-SMART_S23-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2552.0	863279.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B12_4229-S1-SMART_S24-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden2	DG_P28	28	2.0	DG_P28	3378.0	331167.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B1_4229-S1-SMART_S13-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2172.0	792951.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B2_4229-S1-SMART_S14-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1380.0	952440.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B3_4229-S1-SMART_S15-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1995.0	833490.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B4_4229-S1-SMART_S16-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2269.0	731537.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B5_4229-S1-SMART_S17-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2068.0	955372.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B6_4229-S1-SMART_S18-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1926.0	964652.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B7_4229-S1-SMART_S19-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2294.0	850630.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B8_4229-S1-SMART_S20-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1884.0	767046.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	B9_4229-S1-SMART_S21-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2017.0	875622.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C10_4229-S1-SMART_S34-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1979.0	820107.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C11_4229-S1-SMART_S35-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1555.0	762034.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C1_4229-S1-SMART_S25-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1802.0	713540.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C2_4229-S1-SMART_S26-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2847.0	904088.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C3_4229-S1-SMART_S27-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1523.0	840108.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C4_4229-S1-SMART_S28-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1575.0	822004.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C5_4229-S1-SMART_S29-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1618.0	765692.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C7_4229-S1-SMART_S31-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1759.0	614930.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C8_4229-S1-SMART_S32-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1728.0	837927.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	C9_4229-S1-SMART_S33-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1885.0	839578.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D10_4229-S1-SMART_S46-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2340.0	1015335.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D11_4229-S1-SMART_S47-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1595.0	773214.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D12_4229-S1-SMART_S48-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1686.0	989201.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D1_4229-S1-SMART_S37-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2243.0	875746.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D2_4229-S1-SMART_S38-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1554.0	714113.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D3_4229-S1-SMART_S39-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2130.0	783277.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D4_4229-S1-SMART_S40-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	3051.0	782899.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D5_4229-S1-SMART_S41-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1981.0	837934.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D6_4229-S1-SMART_S42-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2500.0	971458.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D7_4229-S1-SMART_S43-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1368.0	730203.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	D9_4229-S1-SMART_S45-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1333.0	782871.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E10_4229-S1-SMART_S58-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2202.0	920027.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E11_4229-S1-SMART_S59-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2339.0	870247.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E12_4229-S1-SMART_S60-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1946.0	791120.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E1_4229-S1-SMART_S49-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1418.0	715748.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E2_4229-S1-SMART_S50-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2188.0	970216.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E3_4229-S1-SMART_S51-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	1843.0	619629.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
GSE292261	E4_4229-S1-SMART_S52-E3	mouse	dentate_gyrus	Smart-seq2	DG_P28_Leiden0	DG_P28	28	0.0	DG_P28	2287.0	803799.0	0.0	True	gene symbols already present in count matrix header	promote_to_primary_dentate_developmental_validation	filtered Smart-seq2 metadata; postnatal DG samples with QC metrics and clustering labels												
