dataset	sample	stage_label	stage_order	canonical_gene	source_gene_symbol	candidate_n_cells	candidate_detection_fraction	candidate_mean_log1p_expression	candidate_rank	background_median_rank	candidate_minus_background_rank	background_median_detection	candidate_minus_background_detection	background_classes	mechanism_class	secretome_class	medium_compatibility	expected_effect	rationale	pathway_roles
GSE312658	Ctrl	adult_or_ctrl	200.0	FGF10	Fgf10	1829	0.0694368507381082	0.0723414828081542	0.6666666666666666	0.6666666666666666	0.0	0.0778117824973507	-0.008374931759242504	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE312658	cKO	perturbed_cKO	201.0	FGF10	Fgf10	2329	0.1446972949763847	0.1518966111919426	0.6666666666666666	0.6666666666666666	0.0	0.08758762234335994	0.05710967263302476	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	FGF17	FGF17	25064	0.0018353016278327	0.0012721341488093	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0042137385623896	-0.0023784369345569	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	FGF17	Fgf17	1829	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE312658	cKO	perturbed_cKO	201.0	FGF17	Fgf17	2329	0.0017174753112924	0.0011904631697036	1.0	0.5	0.5	0.00064040986231185	0.00107706544898055	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464549_P0	P0	0.0	FGF2	Fgf2	2678	0.0033607169529499	0.0023294714805972	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.00531201377037415	-0.0019512968174242497	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	FGF2	Fgf2	2082	0.005283381364073	0.003856908786872	0.6666666666666666	0.6666666666666666	0.0	0.006720639236561901	-0.0014372578724889005	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	FGF2	Fgf2	2697	0.0040786058583611	0.0028270741513383	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.007430790785109951	-0.0033521849267488506	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	FGF2	FGF2	25064	0.0117299712735397	0.0082438368513158	1.0	0.5	0.5	0.0091880656098401	0.0025419056636995993	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	FGF2	Fgf2	1829	0.0328048113723346	0.0236253096041713	0.6666666666666666	0.6666666666666666	0.0	0.030052322500883	0.0027524888714515958	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE312658	cKO	perturbed_cKO	201.0	FGF2	Fgf2	2329	0.0266208673250322	0.0188003672867895	0.6666666666666666	0.6666666666666666	0.0	0.0277372699250411	-0.0011164026000089027	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464549_P0	P0	0.0	FGF8	Fgf8	2678	0.0687079910380881	0.0680091060686781	1.0	0.5	0.5	0.04206259365456965	0.026645397383518447	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	FGF8	Fgf8	2082	0.0379442843419788	0.029825500812355	1.0	0.5	0.5	0.01607784021296545	0.02186644412901335	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	FGF8	Fgf8	2697	0.0519095291064145	0.0450064739674456	1.0	0.5	0.5	0.0303446797053479	0.021564849401066597	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	FGF8	FGF8	25064	0.0150813916374082	0.0113402539755463	1.0	0.5	0.5	0.0039161271227474495	0.011165264514660751	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	FGF8	Fgf8	1829	0.0092946965554948	0.0082092949231196	1.0	0.5	0.5	0.00393936550688795	0.005355331048606849	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE312658	cKO	perturbed_cKO	201.0	FGF8	Fgf8	2329	0.0	0.0	0.6666666666666666	0.6666666666666666	0.0	0.0	0.0	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464549_P0	P0	0.0	FGF9	Fgf9	2678	0.3241224794622853	0.2763759595548207	1.0	0.5	0.5	0.1426387428404333	0.181483736621852	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	FGF9	Fgf9	2082	0.4231508165225744	0.3598446453546898	1.0	0.5	0.5	0.21247703317510558	0.21067378334746883	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	FGF9	Fgf9	2697	0.4197256210604375	0.3504427351777753	1.0	0.5	0.5	0.20935132533772288	0.2103742957227146	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	FGF9	FGF9	25064	0.1678104053622725	0.1294674683261593	1.0	0.5	0.5	0.09830087123139569	0.06950953413087682	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	FGF9	Fgf9	1829	0.2405686167304538	0.1998312014919149	1.0	0.5	0.5	0.0967993862592723	0.1437692304711815	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE312658	cKO	perturbed_cKO	201.0	FGF9	Fgf9	2329	0.218978102189781	0.1720369566440808	1.0	0.5	0.5	0.07576029381695851	0.1432178083728225	broad_neuronal_structural_warning,other_or_ambiguous	FGF pathway	secreted_medium_compatible	high	proliferative_or_survival_counter_signal	growth/permissive counter-signal	fgf_mapk:ligand
GSE122357	GSM3464549_P0	P0	0.0	FRZB	Frzb	2678	0.0100821508588498	0.0073986505465969	1.0	0.5	0.5	0.00627768935062545	0.00380446150822435	broad_neuronal_structural_warning,other_or_ambiguous	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	secreted frizzled-related candidate	
GSE122357	GSM3464550_P8a	P8a	8.1	FRZB	Frzb	2082	0.0091258405379442	0.0063255506391157	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0221076679649671	-0.012981827427022901	broad_neuronal_structural_warning,other_or_ambiguous	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	secreted frizzled-related candidate	
GSE122357	GSM3464551_P8b	P8b	8.2	FRZB	Frzb	2697	0.0059325176121616	0.004112107856492	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.01685107947189625	-0.010918561859734648	broad_neuronal_structural_warning,other_or_ambiguous	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	secreted frizzled-related candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	FRZB	FRZB	25064	0.0422518353016278	0.0374474192127247	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.07452924269554695	-0.03227740739391915	broad_neuronal_structural_warning,other_or_ambiguous	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	secreted frizzled-related candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	FRZB	Frzb	1829	0.0087479496992892	0.0067286769892201	1.0	0.5	0.5	0.0070729203461674	0.0016750293531218007	broad_neuronal_structural_warning,other_or_ambiguous	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	secreted frizzled-related candidate	
GSE312658	cKO	perturbed_cKO	201.0	FRZB	Frzb	2329	0.0115929583512237	0.0083838145518827	1.0	0.5	0.5	0.005224548530336499	0.0063684098208872005	broad_neuronal_structural_warning,other_or_ambiguous	WNT antagonist	secreted_medium_compatible	high	anti_neurogenic_or_differentiation	secreted frizzled-related candidate	
GSE122357	GSM3464549_P0	P0	0.0	GDF10	Gdf10	2678	0.0694548170276325	0.0805850481708174	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.21563902823348086	-0.14618421120584835	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE122357	GSM3464550_P8a	P8a	8.1	GDF10	Gdf10	2082	0.0144092219020172	0.0166479771004212	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.06832571952798655	-0.05391649762596935	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE122357	GSM3464551_P8b	P8b	8.2	GDF10	Gdf10	2697	0.0266963292547274	0.0273820042248708	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0783874668081134	-0.051691137553386	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	GDF10	GDF10	25064	0.0161586338972231	0.0144250592638696	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0260965980258016	-0.009937964128578499	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	GDF10	Gdf10	1829	0.0792782941498086	0.0833981758935227	0.6666666666666666	0.6666666666666666	0.0	0.10737703108442245	-0.028098736934613858	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE312658	cKO	perturbed_cKO	201.0	GDF10	Gdf10	2329	0.1313868613138686	0.1408215944252674	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.1667467178994556	-0.03535985658558702	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE122357	GSM3464549_P0	P0	0.0	GDF11	Gdf11	2678	0.0649738610903659	0.0468093381923346	1.0	0.5	0.5	0.04928872007922045	0.015685141011145452	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE122357	GSM3464550_P8a	P8a	8.1	GDF11	Gdf11	2082	0.0715658021133525	0.0511070450204807	0.6666666666666666	0.6666666666666666	0.0	0.17056922016098244	-0.09900341804762994	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE122357	GSM3464551_P8b	P8b	8.2	GDF11	Gdf11	2697	0.060808305524657	0.0430511413646571	0.6666666666666666	0.6666666666666666	0.0	0.0912730529441828	-0.030464747419525796	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	GDF11	GDF11	25064	0.0069422278965847	0.0048119856933223	0.6666666666666666	0.6666666666666666	0.0	0.0067147376585244	0.0002274902380603001	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	GDF11	Gdf11	1829	0.0831055221432476	0.0598212260941462	0.6666666666666666	0.6666666666666666	0.0	0.06798337601554215	0.015122146127705446	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE312658	cKO	perturbed_cKO	201.0	GDF11	Gdf11	2329	0.0742808072133963	0.0540989432625561	0.6666666666666666	0.6666666666666666	0.0	0.08307871254470325	-0.008797905331306949	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	anti_proliferative_or_differentiation	TGF-beta family differentiation candidate	
GSE122357	GSM3464549_P0	P0	0.0	GDF15	Gdf15	2678	0.0011202389843166	0.0007764904935324	0.6666666666666666	0.6666666666666666	0.0	0.0013522650439486	-0.00023202605963200005	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	stress_maturation_context_dependent	stress/differentiation-associated TGF-beta family candidate	
GSE122357	GSM3464550_P8a	P8a	8.1	GDF15	Gdf15	2082	0.0	0.0	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.005109029182427749	-0.005109029182427749	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	stress_maturation_context_dependent	stress/differentiation-associated TGF-beta family candidate	
GSE122357	GSM3464551_P8b	P8b	8.2	GDF15	Gdf15	2697	0.0007415647015202	0.0005140134820615	1.0	0.5	0.5	0.00020112630732095	0.00054043839419925	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	stress_maturation_context_dependent	stress/differentiation-associated TGF-beta family candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	GDF15	GDF15	25064	0.0003989786147462	0.0003292861333219	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.00148393789119485	-0.00108495927644865	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	stress_maturation_context_dependent	stress/differentiation-associated TGF-beta family candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	GDF15	Gdf15	1829	0.0005467468562055	0.0003789760418589	1.0	0.5	0.5	0.00020559210526315	0.00034115475094235006	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	stress_maturation_context_dependent	stress/differentiation-associated TGF-beta family candidate	
GSE312658	cKO	perturbed_cKO	201.0	GDF15	Gdf15	2329	0.0	0.0	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0004947744869969499	-0.0004947744869969499	broad_neuronal_structural_warning,other_or_ambiguous	BMP/GDF superfamily	secreted_medium_compatible	high	stress_maturation_context_dependent	stress/differentiation-associated TGF-beta family candidate	
GSE122357	GSM3464549_P0	P0	0.0	IGF1	Igf1	2678	0.0033607169529499	0.0028471318096188	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.024209247373202798	-0.0208485304202529	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464550_P8a	P8a	8.1	IGF1	Igf1	2082	0.0115273775216138	0.009378436162985	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.15358631062455305	-0.14205893310293927	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464551_P8b	P8b	8.2	IGF1	Igf1	2697	0.0088987764182424	0.0080842311369464	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.08120585499236604	-0.07230707857412365	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE165657	Cerebellum_aggr	aggregate	100.0	IGF1	IGF1	25064	0.0041493775933609	0.0034809233873944	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.03520157546939125	-0.03105219787603035	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE312658	Ctrl	adult_or_ctrl	200.0	IGF1	Igf1	1829	0.0136686714051394	0.0140020961542454	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.083422101289297	-0.0697534298841576	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE312658	cKO	perturbed_cKO	201.0	IGF1	Igf1	2329	0.0227565478746243	0.018374380485746	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.10842409021291695	-0.08566754233829266	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464549_P0	P0	0.0	IGF2	Igf2	2678	0.0022404779686333	0.0015529809870648	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0047485700020622	-0.0025080920334289	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464550_P8a	P8a	8.1	IGF2	Igf2	2082	0.0081652257444764	0.0094524758747176	0.6666666666666666	0.6666666666666666	0.0	0.01683156868196565	-0.008666342937489248	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464551_P8b	P8b	8.2	IGF2	Igf2	2697	0.0103819058212829	0.0099514736664535	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0201878011856375	-0.0098058953643546	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE165657	Cerebellum_aggr	aggregate	100.0	IGF2	IGF2	25064	0.0047877433769549	0.0052341189472229	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.01296576454129865	-0.00817802116434375	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE312658	Ctrl	adult_or_ctrl	200.0	IGF2	Igf2	1829	0.0071077091306724	0.005148375317325	1.0	0.5	0.5	0.0028782894736842	0.0042294196569882	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE312658	cKO	perturbed_cKO	201.0	IGF2	Igf2	2329	0.0081580077286389	0.0056547000560922	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.01106057274245875	-0.002902565013819851	broad_neuronal_structural_warning,other_or_ambiguous	IGF pathway	secreted_medium_compatible	high	survival_or_proliferative_counter_signal	growth/survival counter-signal	
GSE122357	GSM3464551_P8b	P8b	8.2	IL6	Il6	2697	0.0014831294030404	0.001028026964123	1.0	0.5	0.5	0.00030168946098145	0.00118143994205895	broad_neuronal_structural_warning,other_or_ambiguous	cytokine/neuroimmune	secreted_medium_compatible	high	context_dependent	cytokine candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	IL6	IL6	25064	0.0001595914458984	0.000110620360766	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0013461709630442	-0.0011865795171458	broad_neuronal_structural_warning,other_or_ambiguous	cytokine/neuroimmune	secreted_medium_compatible	high	context_dependent	cytokine candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	IL6	Il6	1829	0.0010934937124111	0.0007579520837178	1.0	0.5	0.5	0.0004111842105263	0.0006823095018848001	broad_neuronal_structural_warning,other_or_ambiguous	cytokine/neuroimmune	secreted_medium_compatible	high	context_dependent	cytokine candidate	
GSE312658	cKO	perturbed_cKO	201.0	IL6	Il6	2329	0.0	0.0	0.5	0.75	-0.25	0.0003202049311559	-0.0003202049311559	broad_neuronal_structural_warning,other_or_ambiguous	cytokine/neuroimmune	secreted_medium_compatible	high	context_dependent	cytokine candidate	
GSE122357	GSM3464549_P0	P0	0.0	INHBA	Inhba	2678	0.0003734129947722	0.0002588301645108	0.6666666666666666	0.6666666666666666	0.0	0.00022537750732475	0.00014803548744745	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE122357	GSM3464550_P8a	P8a	8.1	INHBA	Inhba	2082	0.0019212295869356	0.0013316948713927	1.0	0.5	0.5	0.0009492812584757	0.0009719483284598999	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE122357	GSM3464551_P8b	P8b	8.2	INHBA	Inhba	2697	0.0018539117538005	0.0012850337051537	1.0	0.5	0.5	0.00080450522928395	0.0010494065245165501	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	INHBA	INHBA	25064	0.0007979572294924	0.0006630938388314	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0022525475887075503	-0.0014545903592151502	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	INHBA	Inhba	1829	0.0459267359212684	0.0379564437388802	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.17313476907453196	-0.12720803315326357	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE312658	cKO	perturbed_cKO	201.0	INHBA	Inhba	2329	0.0811507084585659	0.0693727006475545	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.20334942073770584	-0.12219871227913995	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE122357	GSM3464549_P0	P0	0.0	INHBB	Inhbb	2678	0.0761762509335324	0.0579686163222724	1.0	0.5	0.5	0.0476641504832208	0.028512100450311606	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE122357	GSM3464550_P8a	P8a	8.1	INHBB	Inhbb	2082	0.0062439961575408	0.0043280083320265	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0592427175716084	-0.0529987214140676	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE122357	GSM3464551_P8b	P8b	8.2	INHBB	Inhbb	2697	0.0063032999629217	0.0046697932093939	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0324917735712777	-0.026188473608356	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE165657	Cerebellum_aggr	aggregate	100.0	INHBB	INHBB	25064	0.0340727736993297	0.0252085540327244	1.0	0.5	0.5	0.023062634427775702	0.011010139271553997	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE312658	Ctrl	adult_or_ctrl	200.0	INHBB	Inhbb	1829	0.032258064516129	0.0250483220073667	0.6666666666666666	0.6666666666666666	0.0	0.0267131755563405	0.0055448889597884965	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE312658	cKO	perturbed_cKO	201.0	INHBB	Inhbb	2329	0.0227565478746243	0.0172393389743829	0.6666666666666666	0.6666666666666666	0.0	0.0253212658511085	-0.0025647179764842	broad_neuronal_structural_warning,other_or_ambiguous	activin/inhibin	secreted_medium_compatible	high	anti_proliferative_or_differentiation	activin branch candidate	
GSE122357	GSM3464549_P0	P0	0.0	JAG1	Jag1	2678	0.0179238237490664	0.0125752538368131	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.04549018330916745	-0.02756635956010105	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	GSM3464550_P8a	P8a	8.1	JAG1	Jag1	2082	0.0163304514889529	0.0119036500784642	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0438969249748969	-0.027566473485944005	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE122357	GSM3464551_P8b	P8b	8.2	JAG1	Jag1	2697	0.0126065999258435	0.0091892471128522	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.0385328178480855	-0.025926217922242	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE165657	Cerebellum_aggr	aggregate	100.0	JAG1	JAG1	25064	0.0227816789020108	0.0168921576163581	0.3333333333333333	0.8333333333333333	-0.49999999999999994	0.04531301805550915	-0.02253133915349835	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
GSE312658	Ctrl	adult_or_ctrl	200.0	JAG1	Jag1	1829	0.0481137233460907	0.03445832554938	0.6666666666666666	0.6666666666666666	0.0	0.0514601178912045	-0.003346394545113797	broad_neuronal_structural_warning,other_or_ambiguous	Notch ligand	cell_bound_or_shed	lower	differentiation_context_dependent	cell-bound Notch ligand; weaker CM candidate	notch_hes:ligand
