gene	canonical_gene	candidate_role	dentate_candidate_units	dentate_background_units	dentate_candidate_median_rank	dentate_background_median_rank	dentate_rank_delta_vs_background	dentate_rank_p_greater	cerebellar_candidate_units	cerebellar_background_units	cerebellar_candidate_median_rank	cerebellar_background_median_rank	cerebellar_rank_delta_vs_background	cerebellar_rank_p_greater	dentate_candidate_median_detection	cerebellar_candidate_median_detection	n_dentate_datasets_detected_5pct	n_cerebellar_datasets_detected_5pct	dentate_rank_p_adj_bh	cerebellar_rank_p_adj_bh	shared_positive_rank_delta	shared_strict_bh_0_10	combined_rank_delta	minimum_branch_detection	db_class_key	human_symbol	mouse_symbol	canonical_mouse_symbol	ortholog_symbol_class	human_entrez_id	mouse_entrez_id	human_hgnc_id	mouse_mgi_id	present_in_human_dg_full_gene_list
TMED9	TMED9	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.23441972872258426	0.6355266634027907	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.23441972872258426	51623684	TMED9	Tmed9	TMED9	same_symbol	54732	67511	HGNC:24878	MGI:1914761	True
PPP5C	PPP5C	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.23428897958085196	0.33628687259644435	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23428897958085196	51620334	PPP5C	Ppp5c	PPP5C	same_symbol	5536	19060	HGNC:9322	MGI:102666	True
RBBP7	RBBP7	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.23427623906184042	0.4688002596847217	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23427623906184042	51624049	RBBP7	Rbbp7	RBBP7	same_symbol	5931	245688	HGNC:9890	MGI:1194910	True
MED10	MED10	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.23426436795487993	0.4535999491786463	5	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23426436795487993	51623867	MED10	Med10	MED10	same_symbol	84246	28077	HGNC:28760	MGI:106331	True
XRCC5	XRCC5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.4903867483448229	0.23394480998975636	3	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.23394480998975636	51622299	XRCC5	Xrcc5	XRCC5	same_symbol	7520	22596	HGNC:12833	MGI:104517	True
BANF1	BANF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.2338727963507054	0.7109554879314779	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.2338727963507054	51619066	BANF1	Banf1	BANF1	same_symbol	8815	23825	HGNC:17397	MGI:1346330	True
GOLGA7	GOLGA7	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2338519250865851	0.44830634391678476	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2338519250865851	51627749	GOLGA7	Golga7	GOLGA7	same_symbol	51125	57437	HGNC:24876	MGI:1931029	True
EXOC3	EXOC3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2337609141402518	0.3285214412973848	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2337609141402518	51620648	EXOC3	Exoc3	EXOC3	same_symbol	11336	211446	HGNC:30378	MGI:2443972	True
USP37	USP37	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.37855643104989223	0.23327445694276594	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23327445694276594	51620596	USP37	Usp37	USP37	same_symbol	57695	319651	HGNC:20063	MGI:2442483	True
UBE2J1	UBE2J1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2593521549091942	0.23307846476127908	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.23307846476127908	51629631	UBE2J1	Ube2j1	UBE2J1	same_symbol	51465	56228	HGNC:17598	MGI:1926245	True
TECPR1	TECPR1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2481406553312908	0.2330398496760368	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2330398496760368	51624642	TECPR1	Tecpr1	TECPR1	same_symbol	25851	70381	HGNC:22214	MGI:1917631	True
SLC38A2	SLC38A2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2329515784587684	0.43935002124555805	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2329515784587684	51616890	SLC38A2	Slc38a2	SLC38A2	same_symbol	54407	67760	HGNC:13448	MGI:1915010	True
COPG2	COPG2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.23275853994391804	0.27647429978786126	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.23275853994391804	51617390	COPG2	Copg2	COPG2	same_symbol	26958	54160	HGNC:2237	MGI:1858683	True
EIF3B	EIF3B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2327385392641492	0.29832564389752514	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.2327385392641492	51618855	EIF3B	Eif3b	EIF3B	same_symbol	8662	27979	HGNC:3280	MGI:106478	True
AACS	AACS	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.36956292630887666	0.2324459694701583	5	2	0.2047379835013634	0.005366742498130141	True	False	1.0	0.2324459694701583	51629510	AACS	Aacs	AACS	same_symbol	65985	78894	HGNC:21298	MGI:1926144	True
ARF2P	ARF2P	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	5	10	1.0	0.5	0.5	0.030093938344890565	0.23135001596091656	0.3329625509825732	4	2	0.2047379835013634	0.10642276028215444	True	False	1.0	0.23135001596091656	51616222	ARF2P	Arf2	ARF2	nonidentical_symbol	108489980	11841	HGNC:44341	MGI:99595	False
DAZAP1	DAZAP1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.23120813345636332	0.5852552499335452	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23120813345636332	51630873	DAZAP1	Dazap1	DAZAP1	same_symbol	26528	70248	HGNC:2683	MGI:1917498	True
CHORDC1	CHORDC1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.34424614333480796	0.231183910115608	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.231183910115608	51617688	CHORDC1	Chordc1	CHORDC1	same_symbol	26973	66917	HGNC:14525	MGI:1914167	True
POLR2B	POLR2B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.3183354040223848	0.23117123471076623	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23117123471076623	51628398	POLR2B	Polr2b	POLR2B	same_symbol	5431	231329	HGNC:9188	MGI:2388280	True
ARIH2	ARIH2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3525209105927457	0.23092821675060027	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.23092821675060027	51627388	ARIH2	Arih2	ARIH2	same_symbol	10425	23807	HGNC:690	MGI:1344361	True
BRMS1L	BRMS1L	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2466827308430753	0.2307214567720866	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2307214567720866	51616556	BRMS1L	Brms1l	BRMS1L	same_symbol	84312	52592	HGNC:20512	MGI:1196337	True
GORASP2	GORASP2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2306730110446168	0.28247356669837836	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2306730110446168	51629840	GORASP2	Gorasp2	GORASP2	same_symbol	26003	70231	HGNC:17500	MGI:2135962	True
SGCB	SGCB	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.231544904316282	0.23058480877848675	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.23058480877848675	51619075	SGCB	Sgcb	SGCB	same_symbol	6443	24051	HGNC:10806	MGI:1346523	True
G2E3	G2E3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.34359753693286366	0.23054025487983165	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.23054025487983165	51624216	G2E3	G2e3	G2E3	same_symbol	55632	217558	HGNC:20338	MGI:2444298	True
ARFGAP2	ARFGAP2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.23052919462676408	0.32902312904326436	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23052919462676408	51622547	ARFGAP2	Arfgap2	ARFGAP2	same_symbol	84364	77038	HGNC:13504	MGI:1924288	True
MRPL1	MRPL1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2904739192839504	0.23035010652137028	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23035010652137028	51626384	MRPL1	Mrpl1	MRPL1	same_symbol	65008	94061	HGNC:14275	MGI:2137202	True
ANAPC11	ANAPC11	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23025527630215567	0.7049514408163644	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.23025527630215567	51626133	ANAPC11	Anapc11	ANAPC11	same_symbol	51529	66156	HGNC:14452	MGI:1913406	True
SMAD4	SMAD4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.31785527659349766	0.23020828992401632	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23020828992401632	51621340	SMAD4	Smad4	SMAD4	same_symbol	4089	17128	HGNC:6770	MGI:894293	True
RNF149	RNF149	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.401295171256434	0.23003902641352916	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.23003902641352916	51635246	RNF149	Rnf149	RNF149	same_symbol	284996	67702	HGNC:23137	MGI:2677438	True
TCP11L1	TCP11L1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.22981896527320006	0.31761328362499053	4	2	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22981896527320006	51628673	TCP11L1	Tcp11l1	TCP11L1	same_symbol	55346	320554	HGNC:25655	MGI:2444263	True
PHAX	PHAX	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2297456565743812	0.4269189321937781	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2297456565743812	51619466	PHAX	Phax	PHAX	same_symbol	51808	56698	HGNC:10241	MGI:1891839	True
SMU1	SMU1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2297095797886422	0.31504881483983527	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2297095797886422	51626798	SMU1	Smu1	SMU1	same_symbol	55234	74255	HGNC:18247	MGI:1915546	True
PSMD5	PSMD5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.24709468400276796	0.22956518312753083	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22956518312753083	51622303	PSMD5	Psmd5	PSMD5	same_symbol	5711	66998	HGNC:9563	MGI:1914248	True
SMARCB1	SMARCB1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2294970366428216	0.6491631907753046	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2294970366428216	51620238	SMARCB1	Smarcb1	SMARCB1	same_symbol	6598	20587	HGNC:11103	MGI:1328366	True
TOX4	TOX4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2294569456463269	0.2926725764776673	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2294569456463269	51626436	TOX4	Tox4	TOX4	same_symbol	9878	268741	HGNC:20161	MGI:1915389	True
BCL2L1	BCL2L1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.22881221115269484	0.4272481036682315	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22881221115269484	51616458	BCL2L1	Bcl2l1	BCL2L1	same_symbol	598	12048	HGNC:992	MGI:88139	True
ATG5	ATG5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.425924866186732	0.22865584388274382	4	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22865584388274382	51616189	ATG5	Atg5	ATG5	same_symbol	9474	11793	HGNC:589	MGI:1277186	True
TOPBP1	TOPBP1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.23362158171332897	0.22863399850798133	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22863399850798133	51630823	TOPBP1	Topbp1	TOPBP1	same_symbol	11073	235559	HGNC:17008	MGI:1920018	True
MTMR4	MTMR4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.24993157725154946	0.22804784799457078	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22804784799457078	51629649	MTMR4	Mtmr4	MTMR4	same_symbol	9110	170749	HGNC:7452	MGI:2180699	True
PIGF	PIGF	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.24638404370979566	0.2280046575911298	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2280046575911298	51629932	PIGF	Pigf	PIGF	same_symbol	5281	18701	HGNC:8962	MGI:99462	True
PRDM8	PRDM8	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.22769407640854128	0.47645915874482603	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.22769407640854128	51625446	PRDM8	Prdm8	PRDM8	same_symbol	56978	77630	HGNC:13993	MGI:1924880	True
MDH2	MDH2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2273062187339499	0.7283244215197444	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2273062187339499	51628026	MDH2	Mdh2	MDH2	same_symbol	4191	17448	HGNC:6971	MGI:97050	True
GGA2	GGA2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.43072097944377263	0.22713499550173666	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22713499550173666	51632949	GGA2	Gga2	GGA2	same_symbol	23062	74105	HGNC:16064	MGI:1921355	True
RNF38	RNF38	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.508528929452883	0.22682181097410534	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22682181097410534	51619232	RNF38	Rnf38	RNF38	same_symbol	152006	73469	HGNC:18052	MGI:1920719	True
SEC22A	SEC22A	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.3159742615304889	0.22678054083947638	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22678054083947638	51620205	SEC22A	Sec22a	SEC22A	same_symbol	26984	317717	HGNC:20260	MGI:2447876	True
LONP2	LONP2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.6232577795326111	0.22660486752376932	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22660486752376932	51627803	LONP2	Lonp2	LONP2	same_symbol	83752	66887	HGNC:20598	MGI:1914137	True
EIF4ENIF1	EIF4ENIF1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2266010180845981	0.22693402531791648	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2266010180845981	51620415	EIF4ENIF1	Eif4enif1	EIF4ENIF1	same_symbol	56478	74203	HGNC:16687	MGI:1921453	True
CCDC34	CCDC34	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.22592636557772625	0.3690511675842405	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22592636557772625	51628911	CCDC34	Ccdc34	CCDC34	same_symbol	91057	68201	HGNC:25079	MGI:1915451	True
UBA5	UBA5	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2998006878488029	0.2257701107090927	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2257701107090927	51617410	UBA5	Uba5	UBA5	same_symbol	79876	66663	HGNC:23230	MGI:1913913	True
CSNK1G1	CSNK1G1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.3479915496248046	0.22553893790009177	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22553893790009177	51628229	CSNK1G1	Csnk1g1	CSNK1G1	same_symbol	53944	214897	HGNC:2454	MGI:2660884	True
RALGDS	RALGDS	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2248269811956059	0.30116010884661554	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.2248269811956059	51624030	RALGDS	Ralgds	RALGDS	same_symbol	5900	19730	HGNC:9842	MGI:107485	True
GTF3C2	GTF3C2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2247353349762005	0.36214149596309725	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.2247353349762005	51625255	GTF3C2	Gtf3c2	GTF3C2	same_symbol	2976	71752	HGNC:4665	MGI:1919002	True
INTS7	INTS7	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.22454069525031495	0.23418915481265856	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22454069525031495	51617741	INTS7	Ints7	INTS7	same_symbol	25896	77065	HGNC:24484	MGI:1924315	True
KLHDC3	KLHDC3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.22426639025060705	0.40871543605651084	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22426639025060705	51630020	KLHDC3	Klhdc3	KLHDC3	same_symbol	116138	71765	HGNC:20704	MGI:2651568	True
FAM110B	FAM110B	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.6115274648223655	0.22411218459874066	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22411218459874066	51621143	FAM110B	Fam110b	FAM110B	same_symbol	90362	242297	HGNC:28587	MGI:1916593	True
HMOX2	HMOX2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2239191324545406	0.2637587581616305	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2239191324545406	51622199	HMOX2	Hmox2	HMOX2	same_symbol	3163	15369	HGNC:5014	MGI:109373	True
MSH2	MSH2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.37833302790122325	0.22384057204665844	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22384057204665844	51627716	MSH2	Msh2	MSH2	same_symbol	4436	17685	HGNC:7325	MGI:101816	True
RIOK3	RIOK3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.22369798967851806	0.3638088197207976	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22369798967851806	51619474	RIOK3	Riok3	RIOK3	same_symbol	8780	66878	HGNC:11451	MGI:1914128	True
NDUFC1	NDUFC1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.22369501487257976	0.5995730541464337	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22369501487257976	51623001	NDUFC1	Ndufc1	NDUFC1	same_symbol	4717	66377	HGNC:7705	MGI:1913627	True
PDCD6IP	PDCD6IP	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.40672280738293304	0.2236221156692045	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.2236221156692045	51627667	PDCD6IP	Pdcd6ip	PDCD6IP	same_symbol	10015	18571	HGNC:8766	MGI:1333753	True
TOMM7	TOMM7	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.00021486327043911477	0.22335294228606478	0.7425838397391997	5	3	0.2047379835013634	0.005366742498130141	True	False	1.0	0.22335294228606478	51619240	TOMM7	Tomm7	TOMM7	same_symbol	54543	66169	HGNC:21648	MGI:1913419	True
PMPCA	PMPCA	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.22315470861301684	0.2560239960458508	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.22315470861301684	51627944	PMPCA	Pmpca	PMPCA	same_symbol	23203	66865	HGNC:18667	MGI:1918568	True
EIF2S1	EIF2S1	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.0017167440604175456	0.2231057196050828	0.37234737324875505	5	3	0.2047379835013634	0.015247217002160102	True	False	1.0	0.2231057196050828	51618854	EIF2S1	Eif2s1	EIF2S1	same_symbol	1965	13665	HGNC:3265	MGI:95299	True
RNF4	RNF4	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.22271153924629755	0.2670193844014225	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22271153924629755	51622425	RNF4	Rnf4	RNF4	same_symbol	6047	19822	HGNC:10067	MGI:1201691	True
SNRNP40	SNRNP40	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2224352365765127	0.44534438439536533	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2224352365765127	51627349	SNRNP40	Snrnp40	SNRNP40	same_symbol	9410	66585	HGNC:30857	MGI:1913835	True
KCTD3	KCTD3	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.5031010131852262	0.22236131351542715	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22236131351542715	51633340	KCTD3	Kctd3	KCTD3	same_symbol	51133	226823	HGNC:21305	MGI:2444629	True
GTF2A2	GTF2A2	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.22234262807232763	0.6578551142085969	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22234262807232763	51628497	GTF2A2	Gtf2a2	GTF2A2	same_symbol	2958	235459	HGNC:4647	MGI:1933289	True
TMEM70	TMEM70	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.222190413488658	0.27033241503692296	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.222190413488658	51626495	TMEM70	Tmem70	TMEM70	same_symbol	54968	70397	HGNC:26050	MGI:1915068	True
FBXO9	FBXO9	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.3568845544371472	0.2221504137758975	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2221504137758975	51627829	FBXO9	Fbxo9	FBXO9	same_symbol	26268	71538	HGNC:13588	MGI:1918788	True
STX18	STX18	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.3356600043272011	0.22207966157295062	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.22207966157295062	51628611	STX18	Stx18	STX18	same_symbol	53407	71116	HGNC:15942	MGI:1918366	True
LRRC40	LRRC40	mgi_one_to_one_ortholog_gene	4	5	1.0	0.5	0.5	0.09626745668698455	6	12	1.0	0.5	0.5	0.009879767867540601	0.2806714276554409	0.2217686946575919	5	3	0.2047379835013634	0.03613674988490279	True	False	1.0	0.2217686946575919	51620667	LRRC40	Lrrc40	LRRC40	same_symbol	55631	67144	HGNC:26004	MGI:1914394	True
