module_id	module_label	module_family	hypothesis_role	gene	canonical_gene	default_mouse_symbol	gene_order	present_in_formal_model	formal_mouse_symbol	formal_rank_tier	formal_rank_priority_score	formal_n_available_branches	formal_n_nominal_branches	formal_n_fdr10_branches	formal_replication_shared_both_screens	formal_nominal_shared_both_screens	formal_fdr10_shared_both_screens	median_delta_selected_dentate	median_delta_selected_cerebellar	median_delta_full_matrix_dentate	median_delta_full_matrix_cerebellar	selected_convergence_delta	full_matrix_convergence_delta	overall_convergence_delta	mean_branch_bias	shared_positive_any_screen	shared_positive_both_screens	branch_pattern
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	GABRB3	GABRB3	Gabrb3	6	True	Gabrb3	formal_nominal_shared_both_screens	17.24953652206155	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	GRIN2B	GRIN2B	Grin2b	7	True	Grin2b	formal_nominal_shared_both_screens	17.19988828598787	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	CACNA2D1	CACNA2D1	Cacna2d1	8	True	Cacna2d1	formal_nominal_shared_both_screens	17.450709484690066	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	PPP3CA	PPP3CA	Ppp3ca	9	True	Ppp3ca	formal_nominal_shared_both_screens	17.89469781238413	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	STXBP5L	STXBP5L	Stxbp5l	10	True	Stxbp5l	formal_nominal_shared_both_screens	17.106796116504853	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	STXBP1	STXBP1	Stxbp1	11	True	Stxbp1	not_formally_shared	11.45134551607715	4	2	1	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	SYNPR	SYNPR	Synpr	12	True	Synpr	not_formally_shared	11.33057749285696	4	2	1	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	SLC17A6	SLC17A6	Slc17a6	13	True	Slc17a6	formal_nominal_shared_full_matrix	11.039282715066362	4	3	0	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	SLC17A7	SLC17A7	Slc17a7	14	True	Slc17a7	formal_nominal_shared_both_screens	17.042132141717204	4	4	1	True	True	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	SNAP25	SNAP25	Snap25	15	True	Snap25	not_formally_shared	10.466814979606973	4	2	1	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	SYT1	SYT1	Syt1	16	True	Syt1	not_formally_shared	11.604572294924992	4	2	1	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	CALM1	CALM1	Calm1	17	True	Calm1	not_formally_shared	11.920004787743377	4	2	1	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	CALM2	CALM2	Calm2	18	True	Calm2	not_formally_shared	11.973308330673476	4	2	1	False	False	False	0.5	0.5	0.5	0.5	0.5	0.5	0.5	0.0	True	True	shared_positive_both_screens
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	CAMK2A	CAMK2A	Camk2a	19	True	Camk2a	not_formally_shared	4.001356527290137	4	1	0	False	False	False	0.5	-0.4999999999999999	0.5	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	-0.4999999999999999	0.9999999999999999	False	False	dentate_biased
downstream_synaptic_excitability	Downstream synaptic/excitability	downstream_circuit_morphology	convergent sparse-coding, synaptic maturation, and excitability implementation	CAMK2B	CAMK2B	Camk2b	20	True	Camk2b	not_formally_shared	10.256144270667091	4	2	1	False	False	False	0.5	0.0	0.5	0.0	0.0	0.0	0.0	0.5	False	False	dentate_biased
