gene	target_sources	target_sets	model_terms_supported	best_priority	is_tf_or_regulatory_candidate	n_target_rows	sample_accession	donor_id	gene_feature_index_0based	gene_feature_id	gene_feature_name	chrom	gene_start	gene_end	peak_feature_index_0based	peak_feature_id	peak_chrom	peak_start	peak_end	peak_category	distance_to_gene_body_bp	peak_width_bp	extraction_priority
ZNF292	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	12282	ENSG00000188994	ZNF292	chr6	87152832	87155581	126682	chr6:87242224-87243068	chr6	87242224	87243068	distal_100kb	86643	845	distal_context_peak
ZNF292	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	12282	ENSG00000188994	ZNF292	chr6	87152832	87155581	126683	chr6:87248395-87249413	chr6	87248395	87249413	distal_100kb	92814	1019	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133632	chr7:99979520-99980411	chr7	99979520	99980411	distal_100kb	98755	892	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133633	chr7:99990515-99991364	chr7	99990515	99991364	distal_100kb	87802	850	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133634	chr7:99993896-99994793	chr7	99993896	99994793	distal_100kb	84373	898	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133635	chr7:99997326-99998208	chr7	99997326	99998208	distal_100kb	80958	883	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133636	chr7:100003486-100004323	chr7	100003486	100004323	distal_100kb	74843	838	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133637	chr7:100015137-100016036	chr7	100015137	100016036	distal_100kb	63130	900	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133638	chr7:100049346-100050256	chr7	100049346	100050256	distal_100kb	28910	911	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133639	chr7:100052958-100053807	chr7	100052958	100053807	distal_100kb	25359	850	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133640	chr7:100081423-100082322	chr7	100081423	100082322	gene_body_overlap	0	900	gene_body_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133641	chr7:100088475-100089401	chr7	100088475	100089401	proximal_10kb	6711	927	proximal_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133642	chr7:100093427-100094369	chr7	100093427	100094369	distal_100kb	11663	943	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133643	chr7:100100237-100101048	chr7	100100237	100101048	distal_100kb	18473	812	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133644	chr7:100101243-100102093	chr7	100101243	100102093	distal_100kb	19479	851	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133645	chr7:100119342-100120094	chr7	100119342	100120094	distal_100kb	37578	753	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133646	chr7:100126696-100127582	chr7	100126696	100127582	distal_100kb	44932	887	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133647	chr7:100130661-100131538	chr7	100130661	100131538	distal_100kb	48897	878	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133648	chr7:100132432-100133294	chr7	100132432	100133294	distal_100kb	50668	863	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133649	chr7:100148390-100149252	chr7	100148390	100149252	distal_100kb	66626	863	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133650	chr7:100158250-100159135	chr7	100158250	100159135	distal_100kb	76486	886	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133651	chr7:100171284-100172207	chr7	100171284	100172207	distal_100kb	89520	924	distal_context_peak
ZNF3	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	13947	ENSG00000166526	ZNF3	chr7	100079166	100081764	133652	chr7:100177088-100177989	chr7	100177088	100177989	distal_100kb	95324	902	distal_context_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48315	chr10:43574111-43574966	chr10	43574111	43574966	distal_100kb	73737	856	distal_context_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48316	chr10:43606094-43606959	chr10	43606094	43606959	distal_100kb	41744	866	distal_context_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48317	chr10:43648416-43649314	chr10	43648416	43649314	gene_body_overlap	0	899	gene_body_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48318	chr10:43671420-43672292	chr10	43671420	43672292	distal_100kb	22539	873	distal_context_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48319	chr10:43674481-43675400	chr10	43674481	43675400	distal_100kb	25600	920	distal_context_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48320	chr10:43679317-43680217	chr10	43679317	43680217	distal_100kb	30436	901	distal_context_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48321	chr10:43680940-43681857	chr10	43680940	43681857	distal_100kb	32059	918	distal_context_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48322	chr10:43689805-43690707	chr10	43689805	43690707	distal_100kb	40924	903	distal_context_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48323	chr10:43691899-43692805	chr10	43691899	43692805	distal_100kb	43018	907	distal_context_peak
ZNF32	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	17922	ENSG00000169740	ZNF32	chr10	43648703	43648881	48324	chr10:43746696-43747575	chr10	43746696	43747575	distal_100kb	97815	880	distal_context_peak
ZNF410	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	24520	ENSG00000119725	ZNF410	chr14	73886616	73902206	68207	chr14:73786769-73787693	chr14	73786769	73787693	distal_100kb	98923	925	distal_context_peak
ZNF410	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	24520	ENSG00000119725	ZNF410	chr14	73886616	73902206	68208	chr14:73825330-73826222	chr14	73825330	73826222	distal_100kb	60394	893	distal_context_peak
ZNF410	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	24520	ENSG00000119725	ZNF410	chr14	73886616	73902206	68209	chr14:73832790-73833677	chr14	73832790	73833677	distal_100kb	52939	888	distal_context_peak
ZNF410	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	24520	ENSG00000119725	ZNF410	chr14	73886616	73902206	68210	chr14:73851465-73852337	chr14	73851465	73852337	distal_100kb	34279	873	distal_context_peak
ZNF410	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	24520	ENSG00000119725	ZNF410	chr14	73886616	73902206	68211	chr14:73867928-73868817	chr14	73867928	73868817	distal_100kb	17799	890	distal_context_peak
ZNF410	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	24520	ENSG00000119725	ZNF410	chr14	73886616	73902206	68212	chr14:73886335-73887231	chr14	73886335	73887231	gene_body_overlap	0	897	gene_body_peak
ZNF410	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	24520	ENSG00000119725	ZNF410	chr14	73886616	73902206	68213	chr14:73949761-73950690	chr14	73949761	73950690	distal_100kb	47555	930	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87538	chr19:30274886-30275805	chr19	30274886	30275805	distal_100kb	96578	920	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87539	chr19:30301732-30302672	chr19	30301732	30302672	distal_100kb	69711	941	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87540	chr19:30305260-30306196	chr19	30305260	30306196	distal_100kb	66187	937	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87541	chr19:30307244-30308042	chr19	30307244	30308042	distal_100kb	64341	799	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87542	chr19:30310283-30311198	chr19	30310283	30311198	distal_100kb	61185	916	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87543	chr19:30317933-30318445	chr19	30317933	30318445	distal_100kb	53938	513	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87544	chr19:30319825-30320446	chr19	30319825	30320446	distal_100kb	51937	622	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87545	chr19:30320564-30321218	chr19	30320564	30321218	distal_100kb	51165	655	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87546	chr19:30325897-30326771	chr19	30325897	30326771	distal_100kb	45612	875	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87547	chr19:30335049-30335795	chr19	30335049	30335795	distal_100kb	36588	747	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87548	chr19:30336778-30337688	chr19	30336778	30337688	distal_100kb	34695	911	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87549	chr19:30340336-30341252	chr19	30340336	30341252	distal_100kb	31131	917	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87550	chr19:30350543-30351411	chr19	30350543	30351411	distal_100kb	20972	869	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87551	chr19:30353496-30354325	chr19	30353496	30354325	distal_100kb	18058	830	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87552	chr19:30374646-30375579	chr19	30374646	30375579	proximal_10kb	2262	934	proximal_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87553	chr19:30390333-30391264	chr19	30390333	30391264	distal_100kb	17949	932	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87554	chr19:30391981-30392860	chr19	30391981	30392860	distal_100kb	19597	880	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87555	chr19:30406192-30407087	chr19	30406192	30407087	distal_100kb	33808	896	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87556	chr19:30419461-30420381	chr19	30419461	30420381	distal_100kb	47077	921	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87557	chr19:30423271-30424141	chr19	30423271	30424141	distal_100kb	50887	871	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87558	chr19:30427815-30428648	chr19	30427815	30428648	distal_100kb	55431	834	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87559	chr19:30439051-30439977	chr19	30439051	30439977	distal_100kb	66667	927	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87560	chr19:30440868-30441681	chr19	30440868	30441681	distal_100kb	68484	814	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87561	chr19:30441895-30442623	chr19	30441895	30442623	distal_100kb	69511	729	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87562	chr19:30447217-30448148	chr19	30447217	30448148	distal_100kb	74833	932	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87563	chr19:30450677-30451561	chr19	30450677	30451561	distal_100kb	78293	885	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87564	chr19:30453537-30454324	chr19	30453537	30454324	distal_100kb	81153	788	distal_context_peak
ZNF536	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	31765	ENSG00000198597	ZNF536	chr19	30372383	30372384	87565	chr19:30471224-30472082	chr19	30471224	30472082	distal_100kb	98840	859	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139959	chr8:101109058-101109919	chr8	101109058	101109919	distal_100kb	94781	862	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139960	chr8:101118937-101119841	chr8	101118937	101119841	distal_100kb	84859	905	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139961	chr8:101126193-101127101	chr8	101126193	101127101	distal_100kb	77599	909	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139962	chr8:101131062-101131876	chr8	101131062	101131876	distal_100kb	72824	815	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139963	chr8:101137148-101137942	chr8	101137148	101137942	distal_100kb	66758	795	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139964	chr8:101143254-101144104	chr8	101143254	101144104	distal_100kb	60596	851	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139965	chr8:101153482-101154288	chr8	101153482	101154288	distal_100kb	50412	807	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139966	chr8:101155320-101156243	chr8	101155320	101156243	distal_100kb	48457	924	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139967	chr8:101172349-101173087	chr8	101172349	101173087	distal_100kb	31613	739	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139968	chr8:101179565-101180474	chr8	101179565	101180474	distal_100kb	24226	910	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139969	chr8:101184083-101184874	chr8	101184083	101184874	distal_100kb	19826	792	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139970	chr8:101205324-101206229	chr8	101205324	101206229	gene_body_overlap	0	906	gene_body_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139971	chr8:101223738-101224666	chr8	101223738	101224666	distal_100kb	17674	929	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139972	chr8:101225212-101226078	chr8	101225212	101226078	distal_100kb	19148	867	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139973	chr8:101231574-101232489	chr8	101231574	101232489	distal_100kb	25510	916	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139974	chr8:101267526-101268269	chr8	101267526	101268269	distal_100kb	61462	744	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139975	chr8:101268957-101269753	chr8	101268957	101269753	distal_100kb	62893	797	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139976	chr8:101277457-101278372	chr8	101277457	101278372	distal_100kb	71393	916	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139977	chr8:101280285-101281152	chr8	101280285	101281152	distal_100kb	74221	868	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139978	chr8:101282191-101283120	chr8	101282191	101283120	distal_100kb	76127	930	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139979	chr8:101287353-101288145	chr8	101287353	101288145	distal_100kb	81289	793	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139980	chr8:101288292-101289111	chr8	101288292	101289111	distal_100kb	82228	820	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139981	chr8:101291995-101292805	chr8	101291995	101292805	distal_100kb	85931	811	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139982	chr8:101295579-101296432	chr8	101295579	101296432	distal_100kb	89515	854	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139983	chr8:101296833-101297416	chr8	101296833	101297416	distal_100kb	90769	584	distal_context_peak
ZNF706	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	15757	ENSG00000120963	ZNF706	chr8	101204700	101206064	139984	chr8:101301046-101301936	chr8	101301046	101301936	distal_100kb	94982	891	distal_context_peak
ZNF780A	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	32067	ENSG00000197782	ZNF780A	chr19	40090234	40090938	88099	chr19:39996584-39997495	chr19	39996584	39997495	distal_100kb	92739	912	distal_context_peak
ZNF780A	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	32067	ENSG00000197782	ZNF780A	chr19	40090234	40090938	88100	chr19:40055644-40056538	chr19	40055644	40056538	distal_100kb	33696	895	distal_context_peak
ZNF780A	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	32067	ENSG00000197782	ZNF780A	chr19	40090234	40090938	88101	chr19:40090334-40091227	chr19	40090334	40091227	gene_body_overlap	0	894	gene_body_peak
ZNF780A	manuscript_candidate_tier	Tier 5 exploratory non-identical ortholog	ConstructionBalance	medium	False	1	GSM9558423	H187	32067	ENSG00000197782	ZNF780A	chr19	40090234	40090938	88102	chr19:40139561-40140468	chr19	40139561	40140468	distal_100kb	48623	908	distal_context_peak
