module_id	module_label	module_family	hypothesis_role	gene_symbol	source_table
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	SEMA7A	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	PLXNA1	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	PLXNA2	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	PLXNA3	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	PLXNA4	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	PLXNB1	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	PLXNC1	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	NRP1	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	NRP2	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	RHOA	primary_core_aim2_pathway_gene_sets.tsv
semaphorin_guidance	Semaphorin/plexin guidance	differentiation_stop	axon guidance, pruning, fasciculation, and local circuit architecture	RAC1	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	SHH	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	PTCH1	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	PTCH2	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	SMO	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	GLI1	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	GLI2	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	GLI3	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	HHIP	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	MYCN	primary_core_aim2_pathway_gene_sets.tsv
shh_granule_expansion	SHH/PTCH/GLI	progenitor_expansion_or_regional_fate	cerebellar granule precursor expansion and regional fate context	ATOH1	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	WNT3A	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	WNT5A	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	WNT7A	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	WNT7B	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	FZD1	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	FZD3	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	FZD5	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	FZD7	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	LRP5	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	LRP6	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	CTNNB1	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	LEF1	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	TCF7L2	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	AXIN2	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	DKK1	primary_core_aim2_pathway_gene_sets.tsv
wnt_beta_catenin	WNT/beta-catenin	neurogenic_permissive	dentate neurogenic permissive and granule fate signaling	DKK3	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	FGF2	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	FGF8	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	FGF9	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	FGF10	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	FGF17	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	FGFR1	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	FGFR2	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	FGFR3	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	FRS2	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	MAP2K1	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	MAPK1	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	MAPK3	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	SPRY1	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	SPRY2	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	SPRY4	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	ETV4	primary_core_aim2_pathway_gene_sets.tsv
fgf_mapk	FGF/MAPK	neurogenic_permissive	neurogenic niche maintenance and MAPK-linked growth signaling	ETV5	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	NOTCH1	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	NOTCH2	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	NOTCH3	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	DLL1	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	DLL3	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	DLL4	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	JAG1	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	JAG2	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	RBPJ	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	HES1	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	HES5	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	HEY1	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	HEY2	primary_core_aim2_pathway_gene_sets.tsv
notch_hes	Notch/HES	neurogenic_permissive	persistent neurogenic progenitor-state and differentiation timing control	LFNG	primary_core_aim2_pathway_gene_sets.tsv
