gene	gene_feature_row_1based	gene_feature_id	gene_feature_name	chrom	gene_start	gene_end	target_sources	target_sets	model_terms_supported	best_priority	is_tf_or_regulatory_candidate	n_target_rows	peak_feature_row_1based	peak_feature_id	peak_chrom	peak_start	peak_end	peak_category	distance_to_gene_body_bp	peak_width_bp	extraction_priority
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89791	chr17:44878493-44879295	chr17	44878493	44879295	distal_100kb	36190	803	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89792	chr17:44899126-44900050	chr17	44899126	44900050	distal_100kb	15435	925	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89793	chr17:44911192-44912052	chr17	44911192	44912052	proximal_10kb	3433	861	proximal_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89794	chr17:44915025-44915820	chr17	44915025	44915820	gene_body_overlap	0	796	high_priority_promoter_gene_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89795	chr17:44916512-44917435	chr17	44916512	44917435	gene_edge_2kb	1012	924	high_priority_promoter_gene_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89796	chr17:44919665-44920518	chr17	44919665	44920518	proximal_10kb	4165	854	proximal_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89797	chr17:44935719-44936485	chr17	44935719	44936485	distal_100kb	20219	767	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89798	chr17:44947382-44948298	chr17	44947382	44948298	distal_100kb	31882	917	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89799	chr17:44957373-44958262	chr17	44957373	44958262	distal_100kb	41873	890	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89800	chr17:44959646-44960507	chr17	44959646	44960507	distal_100kb	44146	862	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89801	chr17:44967963-44968866	chr17	44967963	44968866	distal_100kb	52463	904	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89802	chr17:44970101-44971026	chr17	44970101	44971026	distal_100kb	54601	926	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89803	chr17:44971863-44972782	chr17	44971863	44972782	distal_100kb	56363	920	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89804	chr17:44987813-44988735	chr17	44987813	44988735	distal_100kb	72313	923	distal_context_peak
GFAP	29251	ENSG00000131095	GFAP	chr17	44915485	44915500	niche_circuit_module	shared_neurogenic_niche_state	NicheSignal	high	False	1	89805	chr17:45012995-45013818	chr17	45012995	45013818	distal_100kb	97495	824	distal_context_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65497	chr12:57371902-57372744	chr12	57371902	57372744	distal_100kb	87040	843	distal_context_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65498	chr12:57430498-57431352	chr12	57430498	57431352	distal_100kb	28432	855	distal_context_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65499	chr12:57452643-57453424	chr12	57452643	57453424	proximal_10kb	6360	782	proximal_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65500	chr12:57458999-57459799	chr12	57458999	57459799	gene_body_overlap	0	801	high_priority_promoter_gene_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65501	chr12:57462322-57463147	chr12	57462322	57463147	proximal_10kb	2171	826	proximal_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65502	chr12:57479185-57480015	chr12	57479185	57480015	distal_100kb	19034	831	distal_context_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65503	chr12:57487525-57488446	chr12	57487525	57488446	distal_100kb	27374	922	distal_context_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65504	chr12:57520184-57521092	chr12	57520184	57521092	distal_100kb	60033	909	distal_context_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65505	chr12:57522217-57523091	chr12	57522217	57523091	distal_100kb	62066	875	distal_context_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65506	chr12:57543310-57544176	chr12	57543310	57544176	distal_100kb	83159	867	distal_context_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65507	chr12:57546763-57547645	chr12	57546763	57547645	distal_100kb	86612	883	distal_context_peak
GLI1	21961	ENSG00000111087	GLI1	chr12	57459784	57460151	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern;shared_neurogenic_niche_state	FatePolarity;NicheSignal	high	True	3	65508	chr12:57549572-57550461	chr12	57549572	57550461	distal_100kb	89421	890	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105686	chr2:120695355-120696253	chr2	120695355	120696253	distal_100kb	96155	899	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105687	chr2:120710030-120710865	chr2	120710030	120710865	distal_100kb	81543	836	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105688	chr2:120722879-120723515	chr2	120722879	120723515	distal_100kb	68893	637	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105689	chr2:120735489-120736396	chr2	120735489	120736396	distal_100kb	56012	908	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105690	chr2:120736942-120737806	chr2	120736942	120737806	distal_100kb	54602	865	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105691	chr2:120740564-120741285	chr2	120740564	120741285	distal_100kb	51123	722	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105692	chr2:120741431-120742322	chr2	120741431	120742322	distal_100kb	50086	892	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105693	chr2:120750303-120751155	chr2	120750303	120751155	distal_100kb	41253	853	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105694	chr2:120757936-120758847	chr2	120757936	120758847	distal_100kb	33561	912	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105695	chr2:120780236-120781141	chr2	120780236	120781141	distal_100kb	11267	906	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105696	chr2:120825568-120826489	chr2	120825568	120826489	distal_100kb	28277	922	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105697	chr2:120847612-120848504	chr2	120847612	120848504	distal_100kb	50321	893	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105698	chr2:120858099-120859000	chr2	120858099	120859000	distal_100kb	60808	902	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105699	chr2:120867128-120867998	chr2	120867128	120867998	distal_100kb	69837	871	distal_context_peak
GLI2	4798	ENSG00000074047	GLI2	chr2	120792408	120797291	developmental_origin_module;niche_circuit_module	cerebellar_fate_rhombic_lip_shh;hindbrain_rhombic_lip_pattern	FatePolarity	high	True	2	105700	chr2:120879214-120880033	chr2	120879214	120880033	distal_100kb	81923	820	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168837	chr9:4059111-4060039	chr9	4059111	4060039	distal_100kb	92107	929	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168838	chr9:4064595-4065470	chr9	4064595	4065470	distal_100kb	86676	876	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168839	chr9:4066134-4066961	chr9	4066134	4066961	distal_100kb	85185	828	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168840	chr9:4076592-4077166	chr9	4076592	4077166	distal_100kb	74980	575	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168841	chr9:4077290-4078055	chr9	4077290	4078055	distal_100kb	74091	766	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168842	chr9:4080841-4081689	chr9	4080841	4081689	distal_100kb	70457	849	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168843	chr9:4084110-4084908	chr9	4084110	4084908	distal_100kb	67238	799	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168844	chr9:4093018-4093826	chr9	4093018	4093826	distal_100kb	58320	809	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168845	chr9:4145119-4145841	chr9	4145119	4145841	proximal_10kb	6305	723	proximal_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168846	chr9:4147229-4148089	chr9	4147229	4148089	proximal_10kb	4057	861	proximal_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168847	chr9:4174949-4175703	chr9	4174949	4175703	gene_body_overlap	0	755	high_priority_promoter_gene_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168848	chr9:4194924-4195763	chr9	4194924	4195763	gene_body_overlap	0	840	high_priority_promoter_gene_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168849	chr9:4197216-4197976	chr9	4197216	4197976	gene_body_overlap	0	761	high_priority_promoter_gene_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168850	chr9:4228303-4229219	chr9	4228303	4229219	gene_body_overlap	0	917	high_priority_promoter_gene_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168851	chr9:4235533-4236378	chr9	4235533	4236378	gene_body_overlap	0	846	high_priority_promoter_gene_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168852	chr9:4237779-4238670	chr9	4237779	4238670	gene_body_overlap	0	892	high_priority_promoter_gene_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168853	chr9:4297463-4298197	chr9	4297463	4298197	gene_body_overlap	0	735	high_priority_promoter_gene_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168854	chr9:4299604-4300479	chr9	4299604	4300479	gene_body_overlap	0	876	high_priority_promoter_gene_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168855	chr9:4301914-4302757	chr9	4301914	4302757	gene_edge_2kb	1846	844	high_priority_promoter_gene_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168856	chr9:4315334-4316214	chr9	4315334	4316214	distal_100kb	15266	881	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168857	chr9:4334162-4335072	chr9	4334162	4335072	distal_100kb	34094	911	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168858	chr9:4339003-4339944	chr9	4339003	4339944	distal_100kb	38935	942	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168859	chr9:4366250-4367159	chr9	4366250	4367159	distal_100kb	66182	910	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168860	chr9:4370974-4371805	chr9	4370974	4371805	distal_100kb	70906	832	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168861	chr9:4375169-4376024	chr9	4375169	4376024	distal_100kb	75101	856	distal_context_peak
GLIS3	16233	ENSG00000107249	GLIS3	chr9	4152146	4300068	developmental_origin_module;niche_circuit_module	dentate_fate_wnt_prox1;medial_pallium_dentate_lineage	FatePolarity	high	False	2	168862	chr9:4382464-4383374	chr9	4382464	4383374	distal_100kb	82396	911	distal_context_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136292	chr4:175705155-175706037	chr4	175705155	175706037	distal_100kb	81638	883	distal_context_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136293	chr4:175728540-175729405	chr4	175728540	175729405	distal_100kb	58270	866	distal_context_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136294	chr4:175745098-175745993	chr4	175745098	175745993	distal_100kb	41682	896	distal_context_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136295	chr4:175758401-175759294	chr4	175758401	175759294	distal_100kb	28381	894	distal_context_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136296	chr4:175776052-175776884	chr4	175776052	175776884	distal_100kb	10791	833	distal_context_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136297	chr4:175784782-175785713	chr4	175784782	175785713	gene_edge_2kb	1962	932	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136298	chr4:175789774-175790575	chr4	175789774	175790575	gene_body_overlap	0	802	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136299	chr4:175811848-175812760	chr4	175811848	175812760	gene_body_overlap	0	913	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136300	chr4:175827320-175828196	chr4	175827320	175828196	gene_body_overlap	0	877	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136301	chr4:175833647-175834581	chr4	175833647	175834581	gene_body_overlap	0	935	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136302	chr4:175876136-175876911	chr4	175876136	175876911	gene_body_overlap	0	776	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136303	chr4:175879160-175879974	chr4	175879160	175879974	gene_body_overlap	0	815	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136304	chr4:175890377-175891244	chr4	175890377	175891244	gene_body_overlap	0	868	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136305	chr4:175891517-175892320	chr4	175891517	175892320	gene_body_overlap	0	804	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136306	chr4:175896062-175896766	chr4	175896062	175896766	gene_body_overlap	0	705	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136307	chr4:175906176-175907019	chr4	175906176	175907019	gene_body_overlap	0	844	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136308	chr4:175927088-175927959	chr4	175927088	175927959	gene_body_overlap	0	872	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136309	chr4:175944045-175944950	chr4	175944045	175944950	gene_body_overlap	0	906	tier1_core_peak
GPM6A	9243	ENSG00000150625	GPM6A	chr4	175787675	176002664	developmental_origin_module;manuscript_candidate_tier;niche_circuit_module	Tier 1 core convergent program;downstream_neurite_morphology;downstream_neurite_synapse_construction;shared_postmitotic_granule_maturation	ConstructionBalance;EpigenomicCompatibility	highest	False	4	136310	chr4:175946331-175947157	chr4	175946331	175947157	gene_body_overlap	0	827	tier1_core_peak
